Id,Label,Interval,TaxonRank,TaxonFamilyName,TaxonKingdomName
Lutjanus apodus,,,species,,Animalia
Lutjanus cyanopterus,,,species,,
Lutjanus cyanopterus,,,species,,Animalia
Lutjanus griseus,,,species,,Animalia
Lutjanus jocu,,,species,,Animalia
Lutjanus mahogoni,,,species,,Animalia
Lutjanus synagris,,,species,,Animalia
Malacanthus plumieri,,,species,,Animalia
Megalops atlanticus,,,species,,Animalia
Melichthys niger,,,species,,
Microspathodon chrysurus,,,species,,Animalia
Monacanthus ciliatus,,,species,,Animalia
Mugil curema,,,species,,Animalia
Mulloidichthys martinicus,,,species,,Animalia
Mustelus canis,,,species,,Animalia
Mycteroperca bonaci,,,species,,Animalia
Mycteroperca tigris,,,species,,Animalia
Mycteroperca venenosa,,,species,,Animalia
Myrichthys breviceps,,,species,,Animalia
Myrichthys ocellatus,,,species,,Animalia
Myripristis jacobus,,,species,,Animalia
Negaprion acutidens,,,species,,Animalia
Negaprion brevirostris,,,species,,Animalia
Neoniphon marianus,,,species,,
Neoniphon marianus,,,species,,Animalia
Ocyurus chrysurus,,,species,,Animalia
Odontoscion dentex,,,species,,Animalia
Ogcocephalus nasutus,,,species,,Animalia
Oligoplites saurus,,,species,,
Onychoteuthis banksii,,,species,,
Ophichthus ophis,,,species,,
Opisthonema oglinum,,,species,,Animalia
Ornithoteuthis volatilis,,,species,,
Ovis aries,,,species,,Animalia
Parablennius marmoreus,,,species,,Animalia
Paranthias furcifer,,,species,,Animalia
Pareques acuminatus,,,species,,Animalia
Pempheris schomburgkii,,,species,,Animalia
Phoebastria nigripes,,,species,,Animalia
Platybelone argalus,,,species,,Animalia
Pomacanthus arcuatus,,,species,,Animalia
Pomacanthus paru,,,species,,
Pomatomus saltatrix,,,species,,
Priacanthus arenatus,,,species,,Animalia
Pseudupeneus maculatus,,,species,,
Ptereleotris helenae,,,species,,Animalia
Ranina ranina,,,species,,
Rhinesomus triqueter,,,species,,Animalia
Rhizoprionodon porosus,,,species,,Animalia
Rypticus saponaceus,,,species,,Animalia
Sargocentron vexillarium,,,species,,Animalia
Scarus coelestinus,,,species,,Animalia
Scarus guacamaia,,,species,,Animalia
Scarus iseri,,,species,,Animalia
Scarus taeniopterus,,,species,,Animalia
Scarus vetula,,,species,,Animalia
Scomber scombrus,,,species,,
Scomberomorus cavalla,,,species,,Animalia
Scomberomorus regalis,,,species,,Animalia
Scorpaena brasiliensis,,,species,,Animalia
Scorpaena grandicornis,,,species,,Animalia
Scorpaena plumieri,,,species,,Animalia
Selar crumenophthalmus,,,species,,
Seriola dumerili,,,species,,Animalia
Sparisoma aurofrenatum,,,species,,Animalia
Sparisoma chrysopterum,,,species,,Animalia
Sparisoma radians,,,species,,Animalia
Sparisoma rubripinne,,,species,,Animalia
Sparisoma viride,,,species,,Animalia
Sphyraena barracuda,,,species,,Animalia
Sphyraena borealis,,,species,,Animalia
Sphyraena picudilla,,,species,,
Sphyraena picudilla,,,species,,Animalia
Sphyrna lewini,,,species,,Animalia
Sphyrna tiburo,,,species,,Animalia
Stegastes fuscus,,,species,,Animalia
Stenella attenuata,,,species,,
Strongylura timucu,,,species,,Animalia
Synodus foetens,,,species,,Animalia
Synodus intermedius,,,species,,Animalia
Synodus synodus,,,species,,Animalia
Taningia danae,,,species,,
Trachinotus falcatus,,,species,,Animalia
Trachinotus goodei,,,species,,Animalia
Triaenodon obesus,,,species,,
Tursiops aduncus,,,species,,
Tylosurus acus,,,species,,Animalia
Tylosurus acus acus,,,species,,
Tylosurus crocodilus crocodilus,,,subspecies,,Animalia
Tylosurus crocodilus,,,species,,
Xyrichtys novacula,,,species,,Animalia
unidentified,,,species,,
Atheris squamigera,,,species,,Animalia
Atheris squamigera,,,species,,Metazoa
Boa constrictor,,,species,,Animalia
Boiga irregularis,,,species,,Animalia
Corallus caninus,,,species,,Animalia
Crotalus scutulatus,,,species,,Animalia
Crotalus viridis,,,species,,Animalia
Ctenosaura bakeri,,,species,,Animalia
Ctenosaura similis,,,species,,Animalia
Lacerta viridis,,,species,,Animalia
Morelia spilota,,,species,,Animalia
Opheodrys aestivus,,,species,,Animalia
Orthriophis moellendorffi,,,species,,Animalia
Orthriophis taeniurus,,,species,,Animalia
Python regius,,,species,,Animalia
Testudo graeca,,,species,,Animalia
Xenosaurus grandis,,,species,,Animalia
Zamenis longissimus,,,species,,Animalia
Ameiurus melas,,,species,,Animalia
Silurus glanis,,,species,,Animalia
Aedes aegypti,,,species,,Metazoa
Aedes aegypti,,,species,,Animalia
Aedes scapularis,,,species,,Animalia
Artibeus jamaicensis,,,species,,Animalia
Artibeus jamaicensis,,,species,,
Artibeus lituratus,,,species,,
Artibeus planirostris,,,species,,Metazoa
Bos taurus,,,species,,Metazoa
Bos taurus,,,species,,Animalia
Butorides virescens,,,species,,Animalia
Caiman crocodilus,,,species,,Animalia
Caluromys derbianus,,,species,,Animalia
Canis latrans,,,species,,Animalia
Canis lupus,,,species,,
Capra hircus,,,species,,Animalia
Carollia brevicauda,,,species,,Animalia
Carollia brevicauda,,,species,,
Carollia perspicillata,,,species,,
Carollia subrufa,,,species,,Animalia
Carollia subrufa,,,species,,
Coragyps atratus,,,species,,Animalia
Corvus brachyrhynchos,,,species,,Animalia
Crotophaga sulcirostris,,,,,Animalia
Culex coronator,,,species,,Metazoa
Culex coronator,,,species,,Animalia
Culex erraticus,,,species,,Metazoa
Culex mollis,,,species,,Metazoa
Culex mollis,,,species,,Animalia
Culex nigripalpus,,,species,,Metazoa
Culex pipiens,,,species,,Metazoa
Culex portesi,,,species,,Metazoa
Culex portesi,,,species,,Animalia
Culex taeniopus,,,species,,Metazoa
Dasypus novemcinctus,,,species,,Animalia
Dermanura phaeotis,,,species,,Metazoa
Dermanura phaeotis,,,species,,Animalia
Desmodus rotundus,,,species,,Animalia
Desmodus rotundus,,,species,,
Didelphis marsupialis,,,species,,Animalia
Didelphis marsupialis,,,species,,
Didelphis marsupialis,,,species,,Metazoa
Dipodomys microps,,,species,,Animalia
Dumetella carolinensis,,,species,,Animalia
Egretta caerulea,,,species,,Animalia
Equus asinus,,,species,,Animalia
Equus asinus,,,species,,
Equus asinus,,,species,,Metazoa
Equus caballus,,,species,,Animalia
Equus caballus,,,species,,Metazoa
Gallus gallus,,,species,,Animalia
Geomys bursarius,,,species,,Animalia
Glossophaga commissarisi,,,species,,Animalia
Glossophaga commissarisi,,,species,,
Glossophaga soricina,,,species,,
Heteromys anomalus,,,species,,Animalia
Heteromys anomalus,,,species,,
Heteromys salvini,,,species,,Metazoa
Homo sapiens,,,species,,
Homo sapiens,,,species,,Metazoa
Hoplomys gymnurus,,,species,,Animalia
Hoplomys gymnurus,,,species,,
Hylaeamys laticeps,,,species,,Animalia
Icterus prosthemelas,,,species,,Animalia
Lepus californicus,,,species,,Animalia
Liomys salvini,,,species,,Animalia
Mansonia titillans,,,species,,Metazoa
Marmosa robinsoni,,,species,,Animalia
Melanomys caliginosus,,,species,,Animalia
Melanomys caliginosus,,,species,,
Meleagris gallopavo,,,species,,Metazoa
Mesocricetus auratus,,,species,,Metazoa
Mus musculus,,,species,,Animalia
Mus musculus,,,species,,
Myiozetetes granadensis,,,species,,Animalia
Myotis nigricans,,,species,,Animalia
Myotis nigricans,,,species,,
Nectomys squamipes,,,species,,Animalia
Ochlerotatus fulvus,,,species,,Metazoa
Ochlerotatus scapularis,,,species,,Metazoa
Odocoileus virginianus,,,species,,Animalia
Oeciacus vicarius,,,species,,Metazoa
Oreoscoptes montanus,,,species,,Animalia
Oryzomys alfaroi,,,species,,Animalia
Oryzomys palustris,,,species,,Animalia
Peromyscus gossypinus,,,species,,Animalia
Peromyscus gossypinus,,,species,,
Peromyscus maniculatus,,,species,,Animalia
Philander opossum,,,species,,Animalia
Philander opossum,,,species,,
Philander opossum,,,species,,Metazoa
Phyllostomus discolor,,,species,,Animalia
Phyllostomus discolor,,,species,,
Proechimys guairae,,,species,,Animalia
Proechimys guyannensis,,,species,,
Proechimys semispinosus,,,species,,Animalia
Proechimys semispinosus,,,species,,
Psorophora confinnis,,,species,,Metazoa
Pteroglossus torquatus,,,species,,Animalia
Quiscalus quiscula,,,species,,Animalia
Ramphastos sulfuratus,,,species,,
Ramphastos swainsonii,,,species,,Animalia
Ramphocelus passerinii,,,species,,Animalia
Rattus norvegicus,,,species,,Animalia
Rattus rattus,,,species,,Animalia
Rattus rattus,,,species,,
Reithrodontomys megalotis,,,species,,Animalia
Sciurus granatensis,,,species,,Animalia
Sciurus granatensis,,,species,,
Sciurus variegatoides,,,species,,Animalia
Sciurus variegatoides,,,species,,
Setophaga coronata,,,,,Animalia
Sigmodon hispidus,,,species,,Animalia
Sigmodon hispidus,,,species,,
Sigmodon hispidus,,,species,,Metazoa
Sphiggurus mexicanus,,,species,,Animalia
Sturnira lilium,,,species,,Metazoa
Sturnira lilium,,,species,,
Sturnira ludovici,,,species,,Animalia
Sturnira ludovici,,,species,,
Sus scrofa scrofa,,,subspecies,,Animalia
Sus scrofa domesticus,,,subspecies,,Metazoa
Sylvilagus audubonii,,,species,,Animalia
Sylvilagus floridanus,,,species,,Animalia
Sylvilagus nuttallii,,,species,,Animalia
Transandinomys bolivaris,,,species,,Animalia
Turdus grayi,,,species,,Animalia
Urocyon cinereoargenteus,,,species,,Animalia
Uroderma bilobatum,,,species,,Animalia
Uroderma bilobatum,,,species,,
Ursus americanus,,,species,,Animalia
Vulpes macrotis,,,species,,Animalia
Zygodontomys brevicauda,,,species,,Animalia
Zygodontomys brevicauda,,,species,,
Cyclura cornuta,,,species,,Metazoa
Burkholderia pseudomallei 9,,,,,
Burkholderia pseudomallei 1026b,,,,,
Ailuropoda melanoleuca,,,species,,Metazoa
Amazona albifrons,,,species,,
Bubalus bubalis,,,species,,Animalia
Cacatua galerita,,,species,,Animalia
Cacatua galerita,,,species,,Metazoa
Caenorhabditis elegans,,,species,,Metazoa
Camelus dromedarius,,,species,,Animalia
Camelus dromedarius,,,species,,Metazoa
Canis lupus familiaris,,,subspecies,,Metazoa
Capra hircus,,,species,,Metazoa
Capricornis sumatraensis,,,,,Animalia
Cervus nippon,,,species,,Animalia
Cervus nippon,,,species,,Metazoa
Dama dama,,,species,,Animalia
Dama dama,,,species,,Metazoa
Dromaius novaehollandiae,,,species,,Animalia
Eolophus roseicapilla,,,species,,Animalia
Eolophus roseicapilla,,,species,,Metazoa
Erythrocebus patas,,,species,,Animalia
Eudyptes chrysolophus,,,species,,Animalia
Felis catus,,,species,,Metazoa
Felis catus,,,species,,
Galleria mellonella,,,species,,Metazoa
Geopelia striata placida,,,subspecies,,Animalia
Halichoerus grypus,,,species,,Animalia
Halichoerus grypus,,,species,,Metazoa
Hylobates lar,,,species,,Animalia
Hylobates sp.,,,species,,Metazoa
Lagenorhynchus obliquidens,,,species,,Animalia
Lagenorhynchus obliquidens,,,species,,Metazoa
Lorius chlorocercus,,,species,,Animalia
Macaca arctoides,,,species,,Animalia
Macaca fascicularis,,,species,,Animalia
Macaca mulatta,,,species,,Animalia
Macaca nemestrina,,,species,,Animalia
Macropus sp.,,,species,,Metazoa
Mus musculus,,,species,,Metazoa
Orcinus orca,,,species,,Animalia
Orcinus orca,,,species,,Metazoa
Ovis aries,,,species,,Metazoa
Ovis aries musimon,,,subspecies,,Metazoa
Pan troglodytes,,,species,,Animalia
Phascolarctos cinereus,,,species,,Animalia
Phascolarctos cinereus,,,species,,Metazoa
Presbytis melalophos,,,species,,Animalia
Pseudorca crassidens,,,species,,Animalia
Pseudorca crassidens,,,species,,Metazoa
Sus scrofa,,,species,,Metazoa
Tursiops truncatus,,,species,,Metazoa
Vicugna pacos,,,species,,
Vicugna pacos,,,species,,Metazoa
Zalophus californianus,,,species,,Animalia
Zalophus californianus,,,species,,Metazoa
Aldabrachelys gigantea,,,species,,Animalia
Pogona vitticeps,,,species,,Animalia
Sauromalus ater,,,species,,Animalia
Stigmochelys pardalis,,,species,,
Chlamydia pneumoniae AR39,,,,,
Bitis arietans,,,species,,Animalia
Chamaeleo dilepis,,,species,,Animalia
Litoria citropa,,,species,,Animalia
Perameles bougainville,,,species,,
Potorous gilbertii,,,species,,Animalia
Python molurus,,,species,,Animalia
Xenopus tropicalis,,,species,,Animalia
Lynx pardinus,,,species,,Animalia
Boa imperator,,,species,,Metazoa
Ctenosaura pectinata,,,species,,Animalia
Dasyprocta punctata,,,species,,Animalia
Florisuga mellivora,,,species,,Animalia
Sciurus colliaei,,,species,,Animalia
Streptopelia decaocto,,,species,,Animalia
Trachemys scripta troostii,,,,,
Trachemys scripta ornata,,,,,
Trachemys scripta venusta,,,,,
Agelaius phoeniceus,,,species,,Animalia
Aix sponsa,,,species,,Animalia
Amphiuma tridactylum,,,species,,Animalia
Anas platyrhynchos,,,species,,Animalia
Anaxyrus americanus,,,species,,Animalia
Anaxyrus terrestris,,,species,,Animalia
Anolis carolinensis,,,species,,Animalia
Anolis sagrei,,,species,,Animalia
Blarina brevicauda,,,species,,Animalia
Bonasa umbellus,,,species,,Animalia
Clarias batrachus,,,species,,Animalia
Colaptes auratus,,,species,,Animalia
Columba livia,,,species,,Animalia
Condylura cristata,,,species,,Animalia
Cyanocitta cristata,,,species,,Animalia
Diadophis punctatus,,,species,,Animalia
Dorosoma cepedianum,,,species,,Animalia
Elgaria multicarinata,,,species,,Animalia
Glaucomys volans,,,species,,Animalia
Haldea striatula,,,species,,Animalia
Hylocichla mustelina,,,species,,Animalia
Microtus californicus,,,species,,Animalia
Microtus pennsylvanicus,,,species,,Animalia
Mimus polyglottos,,,species,,Animalia
Molothrus ater,,,species,,Animalia
Myodes gapperi,,,species,,Animalia
Napaeozapus insignis,,,species,,Animalia
Nerodia floridana,,,species,,Animalia
Nerodia sipedon,,,species,,Animalia
Nocomis leptocephalus,,,species,,
Ondatra zibethicus,,,species,,Animalia
Osteopilus septentrionalis,,,species,,Animalia
Otospermophilus beecheyi,,,species,,Animalia
Peromyscus leucopus,,,species,,Animalia
Philothamnus hoplogaster,,,species,,Animalia
Procambarus clarkii,,,species,,Animalia
Regina grahamii,,,species,,Animalia
Rena dulcis,,,species,,Animalia
Scalopus aquaticus,,,species,,Animalia
Sceloporus olivaceus,,,species,,Animalia
Sciurus carolinensis,,,species,,Animalia
Sciurus niger,,,species,,Animalia
Sorex cinereus,,,species,,Animalia
Stagmomantis limbata,,,species,,Animalia
Sturnus vulgaris,,,species,,Animalia
Tadarida brasiliensis,,,species,,Animalia
Tamias striatus,,,species,,Animalia
Tamiasciurus hudsonicus,,,species,,Animalia
Thamnophis marcianus,,,species,,Animalia
Thomomys bottae,,,species,,Animalia
Zenaida macroura,,,species,,Animalia
Amazona vittata,,,species,,Animalia
Anaxyrus cognatus,,,species,,Animalia
Anolis equestris,,,species,,Animalia
Anolis evermanni,,,species,,Animalia
Anolis gundlachi,,,species,,Animalia
Anolis stratulus,,,species,,Animalia
Baeolophus bicolor,,,species,,Animalia
Bombycilla cedrorum,,,species,,Animalia
Cardinalis cardinalis,,,species,,Animalia
Coccyzus americanus,,,species,,Animalia
Coluber constrictor,,,species,,Animalia
Crotaphytus collaris,,,species,,Animalia
Dendroica angelae,,,species,,Animalia
Elaphe obsoleta,,,species,,Animalia
Eleutherodactylus coqui,,,species,,Animalia
Eleutherodactylus eneidae,,,species,,Animalia
Eleutherodactylus hedricki,,,species,,Animalia
Eleutherodactylus portoricensis,,,species,,Animalia
Eleutherodactylus richmondi,,,species,,Animalia
Eleutherodactylus wightmanae,,,species,,Animalia
Geothlypis formosa,,,species,,Animalia
Icterus dominicensis,,,species,,Animalia
Junco hyemalis,,,species,,Animalia
Lampropeltis calligaster,,,species,,Animalia
Lasiurus borealis,,,species,,Animalia
Leiothlypis ruficapilla,,,species,,Animalia
Lepus americanus,,,species,,Animalia
Lithobates catesbeianus,,,species,,Animalia
Lithobates pipiens,,,species,,Animalia
Lithobates sylvaticus,,,species,,Animalia
Meleagris gallopavo,,,species,,Animalia
Melospiza melodia,,,species,,Animalia
Microtus ochrogaster,,,species,,Animalia
Microtus pinetorum,,,species,,Animalia
Mustela frenata,,,species,,Animalia
Myotis lucifugus,,,species,,Animalia
Opheodrys vernalis,,,species,,Animalia
Parascalops breweri,,,species,,Animalia
Passer domesticus,,,species,,Animalia
Passerella iliaca,,,species,,Animalia
Pheucticus ludovicianus,,,species,,Animalia
Pipilo erythrophthalmus,,,species,,Animalia
Plestiodon fasciatus,,,species,,Animalia
Plestiodon obsoletus,,,species,,Animalia
Scolopendra alternans,,,species,,Animalia
Seiurus aurocapilla,,,species,,Animalia
Sorex fumeus,,,species,,Animalia
Sorex palustris,,,species,,Animalia
Spindalis zena,,,species,,Animalia
Storeria dekayi,,,species,,Animalia
Storeria occipitomaculata,,,species,,Animalia
Sylvilagus transitionalis,,,species,,Animalia
Tamias minimus,,,species,,Animalia
Thamnophis sirtalis,,,species,,Animalia
Zonotrichia albicollis,,,species,,Animalia
Crocodylus acutus,,,species,,
Pterois volitans,,,species,,Animalia
Elanoides forficatus forficatus,,,subspecies,,Animalia
Eunectes murinus,,,species,,Metazoa
Crotophaga ani,,,species,,Animalia
Didelphis albiventris,,,species,,Animalia
Heros notatus,,,species,,
Jacana jacana,,,species,,Animalia
Oxybelis aeneus,,,species,,Animalia
Hydrochoerus hydrochaeris,,,species,,Animalia
Falco sparverius dominicensis,,,subspecies,,Animalia
Falco sparverius,,,species,,Metazoa
Abrothrix olivaceus,,,species,,Animalia
Akodon olivaceus,,,species,,Animalia
Ammodramus savannarum,,,species,,Animalia
Ammospermophilus harrisii,,,species,,Animalia
Amphispiza bilineata,,,species,,Animalia
Anax junius,,,species,,Animalia
Anolis gingivinus,,,species,,Animalia
Anolis pogus,,,species,,Animalia
Anthus spinoletta,,,species,,Animalia
Arizona elegans,,,species,,Animalia
Aspidoscelis sexlineatus,,,species,,Animalia
Baiomys taylori,,,species,,Animalia
Barisia imbricata,,,species,,Animalia
Calamospiza melanocorys,,,species,,Animalia
Calidris minutilla,,,species,,Animalia
Chaetodipus penicillatus,,,species,,Animalia
Chordeiles minor,,,species,,Animalia
Cnemidophorus tigris,,,species,,Animalia
Cotinis mutabilis,,,species,,Animalia
Dendroica petechia,,,species,,Animalia
Eptesicus fuscus,,,species,,Animalia
Eremophila alpestris,,,species,,Animalia
Eumeces brevirostris,,,species,,Animalia
Euphagus cyanocephalus,,,species,,Animalia
Haemorhous mexicanus,,,species,,Animalia
Lanius ludovicianus,,,species,,Animalia
Loxigilla noctis,,,species,,Animalia
Magicicada septendecim,,,species,,Animalia
Microtus montanus,,,species,,Animalia
Nyctanassa violacea,,,species,,Animalia
Nyctinomops laticaudatus,,,species,,Animalia
Octodon degus,,,species,,Animalia
Oligoryzomys longicaudatus,,,species,,Animalia
Passerculus sandwichensis,,,species,,Animalia
Perognathus flavus,,,species,,Animalia
Philodryas chamissonis,,,species,,Animalia
Phrynosoma platyrhinos,,,species,,Animalia
Podarcis siculus campestris,,,subspecies,,Animalia
Pseudacris hypochondriaca,,,species,,Animalia
Pseudacris regilla,,,species,,Animalia
Pygochelidon cyanoleuca,,,species,,Animalia
Rana aurora,,,species,,Animalia
Scapteriscus didactylus,,,species,,Animalia
Sceloporus grammicus,,,species,,Animalia
Sceloporus jarrovii,,,species,,Animalia
Sceloporus magister,,,species,,Animalia
Sceloporus occidentalis,,,species,,Animalia
Sceloporus poinsettii,,,species,,Animalia
Sceloporus scalaris,,,species,,Animalia
Schistocerca americana,,,species,,Animalia
Setophaga americana,,,species,,Animalia
Setophaga townsendi,,,species,,Animalia
Sialia currucoides,,,species,,Animalia
Sigmodon fulviventer,,,species,,Animalia
Sonora semiannulata,,,species,,Animalia
Spea hammondii,,,species,,Animalia
Spinus psaltria,,,species,,Animalia
Spizelloides arborea,,,species,,Animalia
Stenopelmatus longispinus,,,species,,Animalia
Sturnella magna,,,species,,Animalia
Tamias dorsalis,,,species,,Animalia
Thomomys townsendii,,,species,,Animalia
Uta stansburiana,,,species,,Animalia
Vanellus chilensis,,,species,,Animalia
Xylocopa virginica,,,species,,Animalia
Zapus hudsonius,,,species,,Animalia
Zenaida auriculata,,,species,,Animalia
Zonotrichia leucophrys,,,species,,Animalia
Cardinalis sinuatus,,,species,,Animalia
Chaetodipus hispidus,,,species,,Animalia
Cnemidophorus gularis,,,species,,
Cnemidophorus sexlineatus,,,species,,Animalia
Columbina talpacoti,,,species,,Animalia
Dipodomys compactus,,,species,,Animalia
Gastrophryne olivacea,,,species,,Animalia
Holbrookia propinqua,,,species,,Animalia
Myiarchus tyrannulus,,,species,,Animalia
Nycticeius humeralis,,,species,,Animalia
Paroaria coronata,,,species,,Animalia
Passerina caerulea,,,species,,Animalia
Phrynosoma cornutum,,,species,,Animalia
Plestiodon tetragrammus,,,species,,Animalia
Sceloporus variabilis,,,species,,Animalia
Scincella lateralis,,,species,,Animalia
Smilisca baudinii,,,species,,Animalia
Tarentola mauritanica,,,species,,Animalia
Thryomanes bewickii,,,species,,Animalia
Lepidochelys olivacea,,,species,,Animalia
Cnemidophorus lemniscatus,,,species,,Animalia
Phyllodactylus palmeus,,,species,,Animalia
Eleutherodactylus johnstonei,,,species,,Animalia
Copeoglossum nigropunctatum,,,species,,Animalia
Gonatodes humeralis,,,species,,Animalia
Plica plica,,,species,,Animalia
Plica umbra,,,species,,Animalia
Polychrus marmoratus,,,species,,Animalia
Amazilia tzacatl,,,species,,Animalia
Ameiva ameiva,,,species,,Animalia
Anolis scypheus,,,species,,Animalia
Catharus occidentalis,,,species,,Animalia
Chelidoptera tenebrosa,,,species,,Animalia
Columbina passerina,,,species,,
Columbina squammata,,,species,,Animalia
Dendrocincla homochroa,,,species,,Animalia
Eumomota superciliosa,,,species,,Animalia
Hemidactylus mabouia,,,species,,Animalia
Holcosus festivus festivus,,,subspecies,,Animalia
Holcosus festivus,,,species,,Animalia
Holcosus undulatus,,,species,,
Monasa nigrifrons,,,species,,Animalia
Phaethornis longirostris,,,species,,Animalia
Pipra erythrocephala,,,species,,Animalia
Spinus notatus,,,species,,Animalia
Sturnella militaris,,,species,,Animalia
Taraba major,,,species,,Animalia
Troglodytes aedon,,,species,,Animalia
Xiphorhynchus flavigaster,,,species,,Animalia
Anolis brasiliensis,,,species,,Animalia
Basiliscus basiliscus,,,species,,Animalia
Enyalioides laticeps,,,species,,Animalia
Kentropyx calcarata,,,species,,Animalia
Neusticurus bicarinatus,,,species,,Animalia
Ameiva exsul,,,species,,Animalia
Amphisbaena fenestrata,,,species,,Animalia
Anolis cristatellus,,,species,,Animalia
Anolis monensis,,,species,,Animalia
Anolis pulchellus,,,species,,Animalia
Cyclura pinguis,,,species,,Animalia
Diploglossus pleii,,,species,,Animalia
Eleutherodactylus antillensis,,,species,,Animalia
Hemidactylus,,,species,,Animalia
Magliophis exiguum,,,species,,Animalia
Sphaerodactylus macrolepis,,,species,,Animalia
Sphaerodactylus nicholsi,,,species,,Animalia
Typhlops platycephalus,,,species,,Animalia
Culex pipiens,,,species,,Animalia
Conolophus subcristatus,,,species,,Animalia
Cyclura cornuta stejnegeri,,,,,Animalia
Sauromalus obesus,,,species,,Animalia
Cnemidophorus murinus ruthveni,,,subspecies,,Animalia
Anolis coelestinus,,,species,,Animalia
Anolis cybotes,,,species,,Animalia
Anolis distichus,,,species,,Animalia
Norops capito,,,species,,Animalia
Norops limifrons,,,species,,Animalia
Tupinambis teguixin,,,species,,Animalia
Boa constrictor,,,species,,
Boa hortulana cooki,,,subspecies,,
Chironius carinatus,,,species,,Animalia
Cochlearius cochlearius,,,species,,Animalia
Corytophanes cristatus,,,species,,Animalia
Crotalus horridus,,,species,,Animalia
Drymarchon corais,,,,,Animalia
Drymarchon couperi,,,species,,Animalia
Hydrodynastes gigas,,,species,,Animalia
Lachesis muta,,,species,,Animalia
Lampropeltis getula,,,species,,Animalia
Philodryas scholti,,,species,,
Pituophis melanoleucus,,,species,,Animalia
Pseustes poecilonotus,,,species,,Animalia
Rhinella marina,,,species,,
Spilotes pullatus,,,species,,Animalia
Varanus rudicollis,,,species,,Animalia
Canis lupus,,,species,,Animalia
Rhinoclemmys annulata,,,species,,Animalia
Rhinoclemmys funerea,,,species,,Animalia
Cryptothylax greshoffii,,,species,,Animalia
Rana temporaria,,,species,,Animalia
Cryptosporidium parvum,,,species,,
Alces alces,,,species,,Metazoa
Alouatta pigra,,,species,,Animalia
Anas platyrhynchos,,,species,,
Apodemus flavicollis,,,species,,Animalia
Apodemus sylvaticus,,,species,,Animalia
Aspidites ramsayi,,,species,,Animalia
Bison bonasus,,,species,,Animalia
Capreolus capreolus,,,species,,Animalia
Cebus apella,,,species,,Animalia
Cervus elaphus,,,species,,Animalia
Chamelea gallina,,,species,,Metazoa
Cheilodactylus variegatus,,,species,,Animalia
Coturnix japonica,,,species,,Animalia
Dolichotis patagonum,,,species,,Animalia
Dugong dugon,,,species,,Animalia
Erinaceus europaeus,,,species,,Animalia
Eublepharis macularius,,,species,,Animalia
Fulica atra,,,species,,Animalia
Galictis cuja,,,species,,Animalia
Gorilla beringei,,,species,,Animalia
Gorilla gorilla,,,species,,Animalia
Hippotragus niger,,,species,,Animalia
Lagothrix lagotricha,,,species,,Animalia
Lama glama,,,species,,Animalia
Lama pacos,,,species,,Animalia
Larus dominicanus,,,species,,Animalia
Macaca sinica,,,species,,Animalia
Macropus rufus,,,species,,Animalia
Microtus arvalis,,,species,,Animalia
Muntiacus reevesi,,,species,,Animalia
Mustela putorius,,,species,,
Mustela putorius furo,,,subspecies,,Animalia
Myocastor coypus,,,species,,Animalia
Myodes glareolus,,,species,,Animalia
Mytilus edulis,,,species,,Animalia
Nyctereutes procyonoides,,,species,,Animalia
Nymphicus hollandicus,,,species,,Metazoa
Oryctolagus cuniculus,,,species,,Animalia
Panthera tigris,,,species,,Animalia
Papio hamadryas,,,species,,Animalia
Phasianus colchicus,,,species,,Animalia
Presbytis vetulus,,,species,,Animalia
Pseudechis porphyriacus,,,species,,Animalia
Pterocnemia pennata,,,species,,Animalia
Semnopithecus entellus,,,species,,Animalia
Sillago vittata,,,species,,
Trachypithecus vetulus,,,species,,Animalia
Geococcyx californiana,,,species,,
Asystasia gangetica,,,species,,
Asystasia gangetica,,,species,,Viridiplantae
Didymopa morototo,,,species,,
Tapirira guianens,,,species,,
Cyclura lewisi,,,species,,Animalia
Piratuba,,,species,,Animalia
Atractis,,,species,,Animalia
Subulura,,,species,,Animalia
Physaloptera ,,,species,,Animalia
Nyctotherus ,,,species,,Protista
Entamoeba ,,,species,,Protista
Mesorhabditis monhystera,,,species,,Animalia
Alaeuris travassosi,,,species,,Animalia
Oswaldocruzia,,,species,,Animalia
Athene cunicularia floridana,,,species,,Animalia
Cyclura nubila,,,species,,Animalia
Cubophis cantherigerus,,,species,,Animalia
Canis familiaris,,,species,,Animalia
Tyto alba,,,species,,Animalia
Pandion haliaetus,,,species,,Animalia
Caracara cheriway,,,species,,Animalia
Ardea alba,,,species,,Animalia
Pantherophis obsoletus,,,species,,Animalia
Spilogale putorius,,,species,,Animalia
Corvus ossifragus,,,species,,Animalia
Cathartes aura,,,species,,Animalia
Capra,,,species,,Animalia
Brachylophus ,,,species,,Animalia
Iguana delicatissima,,,species,,Animalia
Cyclargus thomasi bethunebakeri,,,species,,Animalia
Accipitriformes,,,species,,Animalia
Corallus hortulanus,,,species,,Animalia
Sarcoramphus papa,,,species,,Animalia
Heterospizias meridionalis,,,species,,Animalia
Harpagus bidentatus,,,species,,Animalia
Ramphastos sulfuratus,,,species,,Animalia
Crotophaga major,,,species,,Animalia
Megaceryle torquata,,,species,,Animalia
Nasua narica,,,species,,Animalia
Acacia tortuosa,,,species,,Plantae
Bourreria succulenta,,,species,,Plantae
Bursera bonairensis,,,species,,Plantae
