id	description	type	source	language
INBO_RL_CAR_2008_VAL_348	terrestrial	biome	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_348	woodlands	biotope	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_348	shortlived	lifespan	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_348	non cuddly	cuddliness	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_348	mobile	mobility	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_348	invertebrate	spine	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_348	eutrophic	nutrient level	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_349	terrestrial	biome	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_349	marshes	biotope	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_349	shortlived	lifespan	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_349	non cuddly	cuddliness	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_349	mobile	mobility	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_349	invertebrate	spine	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_349	eutrophic	nutrient level	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_35	terrestrial	biome	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_35	marshes	biotope	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_35	shortlived	lifespan	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_35	non cuddly	cuddliness	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_35	mobile	mobility	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_35	invertebrate	spine	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_35	eutrophic	nutrient level	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_350	terrestrial	biome	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_350	woodlands	biotope	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_350	shortlived	lifespan	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_350	non cuddly	cuddliness	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_350	mobile	mobility	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_350	invertebrate	spine	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_350	eutrophic	nutrient level	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_351	terrestrial	biome	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_351	shrubs	biotope	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_351	shortlived	lifespan	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_351	non cuddly	cuddliness	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_351	mobile	mobility	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_351	invertebrate	spine	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_351	eutrophic	nutrient level	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_352	terrestrial	biome	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_352	woodlands	biotope	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_352	heathlands	biotope	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_352	shortlived	lifespan	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_352	non cuddly	cuddliness	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_352	mobile	mobility	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_352	invertebrate	spine	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_352	oligotrophic	nutrient level	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_353	terrestrial	biome	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_353	heathlands	biotope	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_353	shortlived	lifespan	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_353	non cuddly	cuddliness	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_353	mobile	mobility	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_353	invertebrate	spine	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_353	oligotrophic	nutrient level	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_354	terrestrial	biome	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_354	eurytopic	biotope	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_354	shortlived	lifespan	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_354	non cuddly	cuddliness	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_354	mobile	mobility	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_354	invertebrate	spine	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_354	eutrophic	nutrient level	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_355	terrestrial	biome	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_355	eurytopic	biotope	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_355	shortlived	lifespan	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_355	non cuddly	cuddliness	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_355	mobile	mobility	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_355	invertebrate	spine	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_355	eutrophic	nutrient level	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_356	terrestrial	biome	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_356	eurytopic	biotope	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_356	shortlived	lifespan	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_356	non cuddly	cuddliness	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_356	mobile	mobility	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_356	invertebrate	spine	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_356	eutrophic	nutrient level	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_357	terrestrial	biome	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_357	urban	biotope	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_357	shortlived	lifespan	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_357	non cuddly	cuddliness	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_357	mobile	mobility	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_357	invertebrate	spine	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_357	eutrophic	nutrient level	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_358	terrestrial	biome	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_358	urban	biotope	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_358	shortlived	lifespan	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_358	non cuddly	cuddliness	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_358	mobile	mobility	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_358	invertebrate	spine	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_358	eutrophic	nutrient level	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_359	terrestrial	biome	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_359	marshes	biotope	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_359	shortlived	lifespan	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_359	non cuddly	cuddliness	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_359	mobile	mobility	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_359	invertebrate	spine	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_359	eutrophic	nutrient level	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_36	terrestrial	biome	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_36	marshes	biotope	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_36	shortlived	lifespan	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_36	non cuddly	cuddliness	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_36	mobile	mobility	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_36	invertebrate	spine	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_36	eutrophic	nutrient level	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_360	terrestrial	biome	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_360	grasslands	biotope	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_360	shortlived	lifespan	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_360	non cuddly	cuddliness	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_360	mobile	mobility	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_360	invertebrate	spine	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_360	eutrophic	nutrient level	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_361	terrestrial	biome	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_361	marshes	biotope	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_361	shortlived	lifespan	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_361	non cuddly	cuddliness	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_361	mobile	mobility	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_361	invertebrate	spine	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_361	eutrophic	nutrient level	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_362	terrestrial	biome	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_362	woodlands	biotope	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_362	shortlived	lifespan	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_362	non cuddly	cuddliness	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_362	mobile	mobility	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_362	invertebrate	spine	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_362	eutrophic	nutrient level	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_363	terrestrial	biome	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_363	grasslands	biotope	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_363	shortlived	lifespan	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_363	non cuddly	cuddliness	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_363	mobile	mobility	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_363	invertebrate	spine	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_363	eutrophic	nutrient level	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_364	terrestrial	biome	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_364	running waters	biotope	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_364	shortlived	lifespan	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_364	non cuddly	cuddliness	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_364	mobile	mobility	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_364	invertebrate	spine	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_364	eutrophic	nutrient level	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_365	terrestrial	biome	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_365	woodlands	biotope	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_365	shortlived	lifespan	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_365	non cuddly	cuddliness	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_365	mobile	mobility	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_365	invertebrate	spine	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_365	eutrophic	nutrient level	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_366	terrestrial	biome	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_366	marshes	biotope	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_366	shortlived	lifespan	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_366	non cuddly	cuddliness	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_366	mobile	mobility	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_366	invertebrate	spine	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_366	eutrophic	nutrient level	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_367	terrestrial	biome	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_367	eurytopic	biotope	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_367	shortlived	lifespan	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_367	non cuddly	cuddliness	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_367	mobile	mobility	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_367	invertebrate	spine	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_367	eutrophic	nutrient level	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_368	terrestrial	biome	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_368	running waters	biotope	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_368	shortlived	lifespan	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_368	non cuddly	cuddliness	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_368	mobile	mobility	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_368	invertebrate	spine	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_368	eutrophic	nutrient level	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_369	terrestrial	biome	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_369	salt marshes	biotope	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_369	shortlived	lifespan	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_369	non cuddly	cuddliness	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_369	mobile	mobility	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_369	invertebrate	spine	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_369	eutrophic	nutrient level	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_37	terrestrial	biome	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_37	eurytopic	biotope	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_37	shortlived	lifespan	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_37	non cuddly	cuddliness	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_37	mobile	mobility	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_37	invertebrate	spine	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_37	eutrophic	nutrient level	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_370	terrestrial	biome	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_370	woodlands	biotope	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_370	shortlived	lifespan	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_370	non cuddly	cuddliness	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_370	mobile	mobility	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_370	invertebrate	spine	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_370	eutrophic	nutrient level	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_371	terrestrial	biome	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_371	running waters	biotope	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_371	shortlived	lifespan	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_371	non cuddly	cuddliness	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_371	mobile	mobility	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_371	invertebrate	spine	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_371	oligotrophic	nutrient level	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_372	terrestrial	biome	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_372	marshes	biotope	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_372	shortlived	lifespan	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_372	non cuddly	cuddliness	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_372	mobile	mobility	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_372	invertebrate	spine	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_372	eutrophic	nutrient level	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_373	terrestrial	biome	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_373	marshes	biotope	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_373	shortlived	lifespan	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_373	non cuddly	cuddliness	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_373	mobile	mobility	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_373	invertebrate	spine	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_373	eutrophic	nutrient level	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_374	terrestrial	biome	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_374	marshes	biotope	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_374	shortlived	lifespan	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_374	non cuddly	cuddliness	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_374	mobile	mobility	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_374	invertebrate	spine	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_374	eutrophic	nutrient level	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_375	terrestrial	biome	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_375	agriculture	biotope	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_375	shortlived	lifespan	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_375	non cuddly	cuddliness	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_375	mobile	mobility	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_375	invertebrate	spine	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_375	eutrophic	nutrient level	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
INBO_RL_CAR_2008_VAL_376	terrestrial	biome	Desender et al. (2008a) | Homburg et al. (2014) | Turin (2000)	en
