id	description	type	source	language
INBO_RL_PLA_2006_VAL_1023	cuddly	cuddliness	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_1023	sedentary	mobility	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_1023	plant	spine	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_1023	eutrophic	nutrient level	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_1024	terrestrial	biome	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_1024	marshes	biotope	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_1024	longlived	lifespan	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_1024	cuddly	cuddliness	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_1024	sedentary	mobility	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_1024	plant	spine	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_1024	mesotrophic	nutrient level	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_1025	terrestrial	biome	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_1025	grasslands	biotope	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_1025	longlived	lifespan	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_1025	cuddly	cuddliness	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_1025	sedentary	mobility	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_1025	plant	spine	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_1025	oligotrophic	nutrient level	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_1026	terrestrial	biome	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_1026	woodlands	biotope	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_1026	longlived	lifespan	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_1026	cuddly	cuddliness	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_1026	sedentary	mobility	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_1026	plant	spine	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_1026	mesotrophic	nutrient level	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_1027	terrestrial	biome	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_1027	eurytopic	biotope	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_1027	shortlived	lifespan	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_1027	cuddly	cuddliness	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_1027	sedentary	mobility	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_1027	plant	spine	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_1027	mesotrophic	nutrient level	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_1028	terrestrial	biome	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_1028	woodlands	biotope	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_1028	shortlived	lifespan	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_1028	cuddly	cuddliness	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_1028	sedentary	mobility	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_1028	plant	spine	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_1028	eutrophic	nutrient level	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_1029	terrestrial	biome	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_1029	woodlands	biotope	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_1029	longlived	lifespan	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_1029	cuddly	cuddliness	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_1029	sedentary	mobility	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_1029	plant	spine	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_1029	eutrophic	nutrient level	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_103	terrestrial	biome	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_103	shrubs	biotope	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_103	woodlands	biotope	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_103	shortlived	lifespan	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_103	cuddly	cuddliness	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_103	sedentary	mobility	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_103	plant	spine	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_103	eutrophic	nutrient level	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_1030	terrestrial	biome	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_1030	eurytopic	biotope	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_1030	shortlived	lifespan	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_1030	cuddly	cuddliness	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_1030	sedentary	mobility	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_1030	plant	spine	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_1030	mesotrophic	nutrient level	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_1031	terrestrial	biome	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_1031	grasslands	biotope	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_1031	marshes	biotope	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_1031	longlived	lifespan	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_1031	cuddly	cuddliness	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_1031	sedentary	mobility	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_1031	plant	spine	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_1031	oligotrophic	nutrient level	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_1032	aquatic	biome	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_1032	standing waters	biotope	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_1032	longlived	lifespan	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_1032	cuddly	cuddliness	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_1032	sedentary	mobility	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_1032	plant	spine	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_1032	mesotrophic	nutrient level	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_1033	terrestrial	biome	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_1033	salt marshes	biotope	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_1033	shortlived	lifespan	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_1033	cuddly	cuddliness	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_1033	mobile	mobility	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_1033	plant	spine	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_1033	eutrophic	nutrient level	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_1034	aquatic	biome	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_1034	standing waters	biotope	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_1034	shortlived	lifespan	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_1034	cuddly	cuddliness	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_1034	sedentary	mobility	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_1034	plant	spine	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_1034	oligotrophic	nutrient level	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_1035	terrestrial	biome	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_1035	grasslands	biotope	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_1035	heathlands	biotope	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_1035	longlived	lifespan	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_1035	cuddly	cuddliness	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_1035	sedentary	mobility	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_1035	plant	spine	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_1035	oligotrophic	nutrient level	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_1036	terrestrial	biome	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_1036	eurytopic	biotope	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_1036	longlived	lifespan	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_1036	cuddly	cuddliness	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_1036	mobile	mobility	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_1036	plant	spine	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_1036	eutrophic	nutrient level	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_1037	terrestrial	biome	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_1037	woodlands	biotope	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_1037	longlived	lifespan	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_1037	cuddly	cuddliness	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_1037	mobile	mobility	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_1037	plant	spine	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_1037	mesotrophic	nutrient level	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_1038	terrestrial	biome	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_1038	shrubs	biotope	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_1038	longlived	lifespan	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_1038	cuddly	cuddliness	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_1038	mobile	mobility	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_1038	plant	spine	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_1038	mesotrophic	nutrient level	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_1039	terrestrial	biome	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_1039	shrubs	biotope	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_1039	longlived	lifespan	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_1039	cuddly	cuddliness	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_1039	mobile	mobility	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_1039	plant	spine	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_1039	mesotrophic	nutrient level	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_104	terrestrial	biome	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_104	grasslands	biotope	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_104	agriculture	biotope	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_104	shortlived	lifespan	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_104	cuddly	cuddliness	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_104	sedentary	mobility	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_104	plant	spine	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_104	mesotrophic	nutrient level	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_1040	terrestrial	biome	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_1040	woodlands	biotope	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_1040	longlived	lifespan	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_1040	cuddly	cuddliness	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_1040	mobile	mobility	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_1040	plant	spine	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_1040	mesotrophic	nutrient level	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_1041	terrestrial	biome	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_1041	heathlands	biotope	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_1041	shortlived	lifespan	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_1041	cuddly	cuddliness	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_1041	sedentary	mobility	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_1041	plant	spine	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_1041	oligotrophic	nutrient level	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_1042	terrestrial	biome	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_1042	grasslands	biotope	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_1042	longlived	lifespan	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_1042	cuddly	cuddliness	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_1042	mobile	mobility	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_1042	plant	spine	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_1042	mesotrophic	nutrient level	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_1043	terrestrial	biome	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_1043	marshes	biotope	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
INBO_RL_PLA_2006_VAL_1043	shortlived	lifespan	Biesbrouck et al. (2001) | Ellenberg et al. (1992) | Hill et al. (2004) | Stieperaere and Fransen (1982)	en
