providedCol0;providedCol1;providedCol2;providedExternalId;providedName;providedCol5;providedCol6;providedCol7;providedCol8;providedCol9;providedCol10;providedCol11;relationName;resolvedExternalId;resolvedName;resolvedRank;resolvedCommonNames;resolvedPath;resolvedPathIds;resolvedPathNames;resolvedExternalUrl;resolvedThumbnailUrl
;Aphytis mytilaspidis (Le Baron, 1870);SAME_AS;;Aphytis mytilaspidis;;;;;;;;HAS_ACCEPTED_NAME;COL:FLK9;Aphytis mytilaspidis;species;;Biota | Animalia | Arthropoda | Insecta | Hymenoptera | Chalcidoidea | Aphelinidae | Aphytis | Aphytis mytilaspidis;COL:5T6MX | COL:N | COL:RT | COL:H6 | COL:HYM | COL:CD | COL:6JY | COL:YKT | COL:FLK9;unranked | kingdom | phylum | class | order | superfamily | family | genus | species;;
;Apium graveolens L.;SAME_AS;;Apium graveolens;;;;;;;;HAS_ACCEPTED_NAME;COL:FNGV;Apium graveolens;species;;Biota | Plantae | Tracheophyta | Magnoliopsida | Apiales | Apiaceae | Apioideae | Apium | Apium graveolens;COL:5T6MX | COL:P | COL:TP | COL:MG | COL:Q3 | COL:6KC | COL:J5W | COL:YPF | COL:FNGV;unranked | kingdom | phylum | class | order | family | subfamily | genus | species;;
;Aproceros leucopoda Takeuchi, 1939;SAME_AS;;Aproceros leucopoda;;;;;;;;NONE;;Aproceros leucopoda;;;;;;;
;Aquilegia vulgaris L.;SAME_AS;;Aquilegia vulgaris;;;;;;;;SYNONYM_OF;COL:FZPP;Aquilegia brevistyla;species;;Biota | Plantae | Tracheophyta | Magnoliopsida | Ranunculales | Ranunculaceae | Thalictroideae | Aquilegia | Aquilegia brevistyla;COL:5T6MX | COL:P | COL:TP | COL:MG | COL:3XS | COL:FJR | COL:628B2 | COL:ZHP | COL:FZPP;unranked | kingdom | phylum | class | order | family | subfamily | genus | species;;
;Aquilegia vulgaris L.;SAME_AS;;Aquilegia vulgaris;;;;;;;;SYNONYM_OF;COL:FZR9;Aquilegia flabellata;species;;Biota | Plantae | Tracheophyta | Magnoliopsida | Ranunculales | Ranunculaceae | Thalictroideae | Aquilegia | Aquilegia flabellata;COL:5T6MX | COL:P | COL:TP | COL:MG | COL:3XS | COL:FJR | COL:628B2 | COL:ZHP | COL:FZR9;unranked | kingdom | phylum | class | order | family | subfamily | genus | species;;
;Aquilegia vulgaris L.;SAME_AS;;Aquilegia vulgaris;;;;;;;;HAS_ACCEPTED_NAME;COL:FZVW;Aquilegia vulgaris;species;;Biota | Plantae | Tracheophyta | Magnoliopsida | Ranunculales | Ranunculaceae | Thalictroideae | Aquilegia | Aquilegia vulgaris;COL:5T6MX | COL:P | COL:TP | COL:MG | COL:3XS | COL:FJR | COL:628B2 | COL:ZHP | COL:FZVW;unranked | kingdom | phylum | class | order | family | subfamily | genus | species;;
;Arctium tomentosum Mill.;SAME_AS;;Arctium tomentosum;;;;;;;;HAS_ACCEPTED_NAME;COL:683PD;Arctium tomentosum;species;;Biota | Plantae | Tracheophyta | Magnoliopsida | Asterales | Asteraceae | Carduoideae | Arctium | Arctium tomentosum;COL:5T6MX | COL:P | COL:TP | COL:MG | COL:ST | COL:622TP | COL:626SF | COL:32BQ | COL:683PD;unranked | kingdom | phylum | class | order | family | subfamily | genus | species;;
;Arcuatula senhousia (Benson, 1842);SAME_AS;;Arcuatula senhousia;;;;;;;;HAS_ACCEPTED_NAME;COL:6843B;Arcuatula senhousia;species;;Biota | Animalia | Mollusca | Bivalvia | Autobranchia | Pteriomorphia | Mytilida | Mytiloidea | Mytilidae | Arcuatulinae | Arcuatula | Arcuatula senhousia;COL:5T6MX | COL:N | COL:M2L | COL:7NF3C | COL:7NVXG | COL:7NF5P | COL:7NG88 | COL:7NGRL | COL:7NJX8 | COL:7NXFC | COL:7NPMW | COL:6843B;unranked | kingdom | phylum | class | subclass | infraclass | order | superfamily | family | subfamily | genus | species;;
;Argyresthia thuiella (Packard, 1871);SAME_AS;;Argyresthia thuiella;;;;;;;;HAS_ACCEPTED_NAME;COL:GJJ9;Argyresthia thuiella;species;;Biota | Animalia | Arthropoda | Insecta | Lepidoptera | Yponomeutoidea | Yponomeutidae | Argyresthia | Argyresthia thuiella;COL:5T6MX | COL:N | COL:RT | COL:H6 | COL:LP | COL:5TS | COL:HZ7 | COL:32Q2 | COL:GJJ9;unranked | kingdom | phylum | class | order | superfamily | family | genus | species;;
;Arion lusitanicus J.Mabille, 1868;SAME_AS;;Arion lusitanicus;;;;;;;;HAS_ACCEPTED_NAME;COL:GMVB;Arion lusitanicus;species;;Biota | Animalia | Mollusca | Gastropoda | Heterobranchia | Euthyneura | Tectipleura | Eupulmonata | Stylommatophora | Helicina | Arionoidei | Arionoidea | Arionidae | Arion | Arion lusitanicus;COL:5T6MX | COL:N | COL:M2L | COL:7NF3Y | COL:7NVXJ | COL:7NF59 | COL:7VBDS | COL:7NVXY | COL:7NFGB | COL:7NVZP | COL:7NW25 | COL:7NGGY | COL:7NFZC | COL:7NPPK | COL:GMVB;unranked | kingdom | phylum | class | subclass | infraclass | subterclass | superorder | order | suborder | infraorder | superfamily | family | genus | species;;
;Aristolochia macrophylla Lam.;SAME_AS;;Aristolochia macrophylla;;;;;;;;SYNONYM_OF;COL:GPX5;Aristolochia iquitensis;species;;Biota | Plantae | Tracheophyta | Magnoliopsida | Piperales | Aristolochiaceae | Aristolochioideae | Aristolochia | Aristolochia iquitensis;COL:5T6MX | COL:P | COL:TP | COL:MG | COL:623FG | COL:6QB | COL:J6F | COL:32XC | COL:GPX5;unranked | kingdom | phylum | class | order | family | subfamily | genus | species;;
;Aristolochia macrophylla Lam.;SAME_AS;;Aristolochia macrophylla;;;;;;;;SYNONYM_OF;COL:7VYN3;Isotrema durius;species;;Biota | Plantae | Tracheophyta | Magnoliopsida | Piperales | Aristolochiaceae | Aristolochioideae | Isotrema | Isotrema durius;COL:5T6MX | COL:P | COL:TP | COL:MG | COL:623FG | COL:6QB | COL:J6F | COL:7NF35 | COL:7VYN3;unranked | kingdom | phylum | class | order | family | subfamily | genus | species;;
;Armoracia rusticana P.Gaertn., B.Mey. & Scherb.;SAME_AS;;Armoracia rusticana;;;;;;;;HAS_ACCEPTED_NAME;COL:GSV4;Armoracia rusticana;species;;Biota | Plantae | Tracheophyta | Magnoliopsida | Brassicales | Brassicaceae | Armoracia | Armoracia rusticana;COL:5T6MX | COL:P | COL:TP | COL:MG | COL:6228L | COL:7DN | COL:3339 | COL:GSV4;unranked | kingdom | phylum | class | order | family | genus | species;;
;Artemisia abrotanum L.;SAME_AS;;Artemisia abrotanum;;;;;;;;SYNONYM_OF;COL:GW6N;Artemisia carvifolia;species;;Biota | Plantae | Tracheophyta | Magnoliopsida | Asterales | Asteraceae | Asteroideae | Artemisia | Artemisia carvifolia;COL:5T6MX | COL:P | COL:TP | COL:MG | COL:ST | COL:622TP | COL:J6T | COL:62CHR | COL:GW6N;unranked | kingdom | phylum | class | order | family | subfamily | genus | species;;
;Artemisia abrotanum L.;SAME_AS;;Artemisia abrotanum;;;;;;;;HAS_ACCEPTED_NAME;COL:GVZ9;Artemisia abrotanum;species;;Biota | Plantae | Tracheophyta | Magnoliopsida | Asterales | Asteraceae | Asteroideae | Artemisia | Artemisia abrotanum;COL:5T6MX | COL:P | COL:TP | COL:MG | COL:ST | COL:622TP | COL:J6T | COL:62CHR | COL:GVZ9;unranked | kingdom | phylum | class | order | family | subfamily | genus | species;;
;Artemisia annua L.;SAME_AS;;Artemisia annua;;;;;;;;HAS_ACCEPTED_NAME;COL:GW2V;Artemisia annua;species;;Biota | Plantae | Tracheophyta | Magnoliopsida | Asterales | Asteraceae | Asteroideae | Artemisia | Artemisia annua;COL:5T6MX | COL:P | COL:TP | COL:MG | COL:ST | COL:622TP | COL:J6T | COL:62CHR | COL:GW2V;unranked | kingdom | phylum | class | order | family | subfamily | genus | species;;
;Artemisia annua L.;SAME_AS;;Artemisia annua;;;;;;;;SYNONYM_OF;COL:GWDC;Artemisia gmelinii;species;;Biota | Plantae | Tracheophyta | Magnoliopsida | Asterales | Asteraceae | Asteroideae | Artemisia | Artemisia gmelinii;COL:5T6MX | COL:P | COL:TP | COL:MG | COL:ST | COL:622TP | COL:J6T | COL:62CHR | COL:GWDC;unranked | kingdom | phylum | class | order | family | subfamily | genus | species;;
;Artemisia argyi H.LÃ©v. & Vaniot;SAME_AS;;Artemisia argyi;;;;;;;;HAS_ACCEPTED_NAME;COL:GW3N;Artemisia argyi;species;;Biota | Plantae | Tracheophyta | Magnoliopsida | Asterales | Asteraceae | Asteroideae | Artemisia | Artemisia argyi;COL:5T6MX | COL:P | COL:TP | COL:MG | COL:ST | COL:622TP | COL:J6T | COL:62CHR | COL:GW3N;unranked | kingdom | phylum | class | order | family | subfamily | genus | species;;
;Artemisia dracunculus L.;SAME_AS;;Artemisia dracunculus;;;;;;;;HAS_ACCEPTED_NAME;COL:GW9Y;Artemisia dracunculus;species;;Biota | Plantae | Tracheophyta | Magnoliopsida | Asterales | Asteraceae | Asteroideae | Artemisia | Artemisia dracunculus;COL:5T6MX | COL:P | COL:TP | COL:MG | COL:ST | COL:622TP | COL:J6T | COL:62CHR | COL:GW9Y;unranked | kingdom | phylum | class | order | family | subfamily | genus | species;;
;Artemisia lancea Vaniot;SAME_AS;;Artemisia lancea;;;;;;;;HAS_ACCEPTED_NAME;COL:GWJL;Artemisia lancea;species;;Biota | Plantae | Tracheophyta | Magnoliopsida | Asterales | Asteraceae | Asteroideae | Artemisia | Artemisia lancea;COL:5T6MX | COL:P | COL:TP | COL:MG | COL:ST | COL:622TP | COL:J6T | COL:62CHR | COL:GWJL;unranked | kingdom | phylum | class | order | family | subfamily | genus | species;;
;Artemisia lavandulaefolia Nakai;SAME_AS;;Artemisia lavandulaefolia;;;;;;;;NONE;;Artemisia lavandulaefolia;;;;;;;
;Asclepias syriaca L.;SAME_AS;;Asclepias syriaca;;;;;;;;HAS_ACCEPTED_NAME;COL:H6QS;Asclepias syriaca;species;;Biota | Plantae | Tracheophyta | Magnoliopsida | Gentianales | Apocynaceae | Asclepiadoideae | Asclepias | Asclepias syriaca;COL:5T6MX | COL:P | COL:TP | COL:MG | COL:39D | COL:6L2 | COL:J6P | COL:33PC | COL:H6QS;unranked | kingdom | phylum | class | order | family | subfamily | genus | species;;
;Asclepias syriaca L.;SAME_AS;;Asclepias syriaca;;;;;;;;SYNONYM_OF;COL:H6BX;Asclepias curassavica;species;;Biota | Plantae | Tracheophyta | Magnoliopsida | Gentianales | Apocynaceae | Asclepiadoideae | Asclepias | Asclepias curassavica;COL:5T6MX | COL:P | COL:TP | COL:MG | COL:39D | COL:6L2 | COL:J6P | COL:33PC | COL:H6BX;unranked | kingdom | phylum | class | order | family | subfamily | genus | species;;
;Asperula orientalis Boiss. & Hohen.;SAME_AS;;Asperula orientalis;;;;;;;;HAS_ACCEPTED_NAME;COL:HCSQ;Asperula orientalis;species;;Biota | Plantae | Tracheophyta | Magnoliopsida | Gentianales | Rubiaceae | Asperula | Asperula orientalis;COL:5T6MX | COL:P | COL:TP | COL:MG | COL:39D | COL:6278P | COL:3424 | COL:HCSQ;unranked | kingdom | phylum | class | order | family | genus | species;;
;Aster laevis L.;SAME_AS;;Aster laevis;;;;;;;;SYNONYM_OF;COL:53Q8L;Symphyotrichum novi-belgii;species;;Biota | Plantae | Tracheophyta | Magnoliopsida | Asterales | Asteraceae | Asteroideae | Symphyotrichum | Symphyotrichum novi-belgii;COL:5T6MX | COL:P | COL:TP | COL:MG | COL:ST | COL:622TP | COL:J6T | COL:7QW7 | COL:53Q8L;unranked | kingdom | phylum | class | order | family | subfamily | genus | species;;
;Aster laevis L.;SAME_AS;;Aster laevis;;;;;;;;SYNONYM_OF;COL:7B6K8;Symphyotrichum ×  versicolor;species;;Biota | Plantae | Tracheophyta | Magnoliopsida | Asterales | Asteraceae | Asteroideae | Symphyotrichum | Symphyotrichum ×  versicolor;COL:5T6MX | COL:P | COL:TP | COL:MG | COL:ST | COL:622TP | COL:J6T | COL:7QW7 | COL:7B6K8;unranked | kingdom | phylum | class | order | family | subfamily | genus | species;;
;Aster laevis L.;SAME_AS;;Aster laevis;;;;;;;;SYNONYM_OF;COL:53Q86;Symphyotrichum laeve;species;;Biota | Plantae | Tracheophyta | Magnoliopsida | Asterales | Asteraceae | Asteroideae | Symphyotrichum | Symphyotrichum laeve;COL:5T6MX | COL:P | COL:TP | COL:MG | COL:ST | COL:622TP | COL:J6T | COL:7QW7 | COL:53Q86;unranked | kingdom | phylum | class | order | family | subfamily | genus | species;;
;Aster lanceolatus Willd.;SAME_AS;;Aster lanceolatus;;;;;;;;SYNONYM_OF;COL:8RT52;Euthamia lanceolata;species;;Biota | Plantae | Tracheophyta | Magnoliopsida | Asterales | Asteraceae | Asteroideae | Euthamia | Euthamia lanceolata;COL:5T6MX | COL:P | COL:TP | COL:MG | COL:ST | COL:622TP | COL:J6T | COL:6358B | COL:8RT52;unranked | kingdom | phylum | class | order | family | subfamily | genus | species;;
;Aster lanceolatus Willd.;SAME_AS;;Aster lanceolatus;;;;;;;;SYNONYM_OF;COL:4QW5F;Pyrrocoma lanceolata;species;;Biota | Plantae | Tracheophyta | Magnoliopsida | Asterales | Asteraceae | Asteroideae | Pyrrocoma | Pyrrocoma lanceolata;COL:5T6MX | COL:P | COL:TP | COL:MG | COL:ST | COL:622TP | COL:J6T | COL:767Q | COL:4QW5F;unranked | kingdom | phylum | class | order | family | subfamily | genus | species;;
;Aster lanceolatus Willd.;SAME_AS;;Aster lanceolatus;;;;;;;;SYNONYM_OF;COL:53Q94;Symphyotrichum praealtum;species;;Biota | Plantae | Tracheophyta | Magnoliopsida | Asterales | Asteraceae | Asteroideae | Symphyotrichum | Symphyotrichum praealtum;COL:5T6MX | COL:P | COL:TP | COL:MG | COL:ST | COL:622TP | COL:J6T | COL:7QW7 | COL:53Q94;unranked | kingdom | phylum | class | order | family | subfamily | genus | species;;
;Aster novae-angliae L.;SAME_AS;;Aster novae-angliae;;;;;;;;SYNONYM_OF;COL:53Q8K;Symphyotrichum novae-angliae;species;;Biota | Plantae | Tracheophyta | Magnoliopsida | Asterales | Asteraceae | Asteroideae | Symphyotrichum | Symphyotrichum novae-angliae;COL:5T6MX | COL:P | COL:TP | COL:MG | COL:ST | COL:622TP | COL:J6T | COL:7QW7 | COL:53Q8K;unranked | kingdom | phylum | class | order | family | subfamily | genus | species;;
;Aster novi-belgii L.;SAME_AS;;Aster novi-belgii;;;;;;;;SYNONYM_OF;COL:53Q8L;Symphyotrichum novi-belgii;species;;Biota | Plantae | Tracheophyta | Magnoliopsida | Asterales | Asteraceae | Asteroideae | Symphyotrichum | Symphyotrichum novi-belgii;COL:5T6MX | COL:P | COL:TP | COL:MG | COL:ST | COL:622TP | COL:J6T | COL:7QW7 | COL:53Q8L;unranked | kingdom | phylum | class | order | family | subfamily | genus | species;;
;Aster salignus L.;SAME_AS;;Aster salignus;;;;;;;;NONE;;Aster salignus;;;;;;;
;Aster versicolor hort. ex Steud.;SAME_AS;;Aster versicolor;;;;;;;;NONE;;Aster versicolor;;;;;;;
;Atriplex hortensis L.;SAME_AS;;Atriplex hortensis;;;;;;;;HAS_ACCEPTED_NAME;COL:688F5;Atriplex hortensis;species;;Biota | Plantae | Tracheophyta | Magnoliopsida | Caryophyllales | Amaranthaceae | Chenopodioideae | Atriplex | Atriplex hortensis;COL:5T6MX | COL:P | COL:TP | COL:MG | COL:VW | COL:68Z | COL:JBS | COL:35CY | COL:688F5;unranked | kingdom | phylum | class | order | family | subfamily | genus | species;;
;Atriplex micrantha Ledeb.;SAME_AS;;Atriplex micrantha;;;;;;;;HAS_ACCEPTED_NAME;COL:JLJJ;Atriplex micrantha;species;;Biota | Plantae | Tracheophyta | Magnoliopsida | Caryophyllales | Amaranthaceae | Chenopodioideae | Atriplex | Atriplex micrantha;COL:5T6MX | COL:P | COL:TP | COL:MG | COL:VW | COL:68Z | COL:JBS | COL:35CY | COL:JLJJ;unranked | kingdom | phylum | class | order | family | subfamily | genus | species;;
;Atriplex micrantha Ledeb.;SAME_AS;;Atriplex micrantha;;;;;;;;SYNONYM_OF;COL:JLPB;Atriplex sagittata;species;;Biota | Plantae | Tracheophyta | Magnoliopsida | Caryophyllales | Amaranthaceae | Chenopodioideae | Atriplex | Atriplex sagittata;COL:5T6MX | COL:P | COL:TP | COL:MG | COL:VW | COL:68Z | COL:JBS | COL:35CY | COL:JLPB;unranked | kingdom | phylum | class | order | family | subfamily | genus | species;;
;Azolla filiculoides Lam.;SAME_AS;;Azolla filiculoides;;;;;;;;HAS_ACCEPTED_NAME;COL:67YM7;Azolla filiculoides;species;;Biota | Plantae | Tracheophyta | Polypodiopsida | Salviniales | Salviniaceae | Azolla | Azolla filiculoides;COL:5T6MX | COL:P | COL:TP | COL:GV | COL:3ZT | COL:FX2 | COL:36X4 | COL:67YM7;unranked | kingdom | phylum | class | order | family | genus | species;;
;Balanus improvisus Darwin, 1854;SAME_AS;;Balanus improvisus;;;;;;;;NONE;;Balanus improvisus;;;;;;;
;Balanus perforatus BruguiÃ¨re, 1789-1792;SAME_AS;;Balanus perforatus;;;;;;;;NONE;;Balanus perforatus;;;;;;;
;Balsamita major Desf.;SAME_AS;;Balsamita major;;;;;;;;SYNONYM_OF;COL:54N6D;Tanacetum balsamita;species;;Biota | Plantae | Tracheophyta | Magnoliopsida | Asterales | Asteraceae | Asteroideae | Tanacetum | Tanacetum balsamita;COL:5T6MX | COL:P | COL:TP | COL:MG | COL:ST | COL:622TP | COL:J6T | COL:7SCM | COL:54N6D;unranked | kingdom | phylum | class | order | family | subfamily | genus | species;;
;Bassia sieversiana (Pall.) W.A.Weber;SAME_AS;;Bassia sieversiana;;;;;;;;NONE;;Bassia sieversiana;;;;;;;
;Bellardia trixago All.;SAME_AS;;Bellardia trixago;;;;;;;;HAS_ACCEPTED_NAME;COL:68GMF;Bellardia trixago;species;;Biota | Plantae | Tracheophyta | Magnoliopsida | Lamiales | Orobanchaceae | Bellardia | Bellardia trixago;COL:5T6MX | COL:P | COL:TP | COL:MG | COL:3F4 | COL:DQG | COL:399K | COL:68GMF;unranked | kingdom | phylum | class | order | family | genus | species;;
;Beroe ovata Bruguiere, 1789;SAME_AS;;Beroe ovata;;;;;;;;HAS_ACCEPTED_NAME;COL:5WJTR;Beroe ovata;species;;Biota | Animalia | Ctenophora | Nuda | Beroida | Beroidae | Beroe | Beroe ovata;COL:5T6MX | COL:N | COL:3Q | COL:7NF4R | COL:7NF87 | COL:7NG4X | COL:7NQPN | COL:5WJTR;unranked | kingdom | phylum | class | order | family | genus | species;;
;Bidens bipinnata L.;SAME_AS;;Bidens bipinnata;;;;;;;;HAS_ACCEPTED_NAME;COL:LS4K;Bidens bipinnata;species;;Biota | Plantae | Tracheophyta | Magnoliopsida | Asterales | Asteraceae | Asteroideae | Bidens | Bidens bipinnata;COL:5T6MX | COL:P | COL:TP | COL:MG | COL:ST | COL:622TP | COL:J6T | COL:62GF8 | COL:LS4K;unranked | kingdom | phylum | class | order | family | subfamily | genus | species;;
;Bidens bipinnata L.;SAME_AS;;Bidens bipinnata;;;;;;;;SYNONYM_OF;COL:6B7N7;Cosmos bipinnatus;species;;Biota | Plantae | Tracheophyta | Magnoliopsida | Asterales | Asteraceae | Asteroideae | Cosmos | Cosmos bipinnatus;COL:5T6MX | COL:P | COL:TP | COL:MG | COL:ST | COL:622TP | COL:J6T | COL:62NRV | COL:6B7N7;unranked | kingdom | phylum | class | order | family | subfamily | genus | species;;
;Bidens connata Muhl. ex Willd.;SAME_AS;;Bidens connata;;;;;;;;HAS_ACCEPTED_NAME;COL:LS6G;Bidens connata;species;;Biota | Plantae | Tracheophyta | Magnoliopsida | Asterales | Asteraceae | Asteroideae | Bidens | Bidens connata;COL:5T6MX | COL:P | COL:TP | COL:MG | COL:ST | COL:622TP | COL:J6T | COL:62GF8 | COL:LS6G;unranked | kingdom | phylum | class | order | family | subfamily | genus | species;;
;Bidens frondosa L.;SAME_AS;;Bidens frondosa;;;;;;;;SYNONYM_OF;COL:5FY27;Bidens tripartita subsp. tripartita;subspecies;;Biota | Plantae | Tracheophyta | Magnoliopsida | Asterales | Asteraceae | Asteroideae | Bidens | Bidens tripartita | Bidens tripartita subsp. tripartita;COL:5T6MX | COL:P | COL:TP | COL:MG | COL:ST | COL:622TP | COL:J6T | COL:62GF8 | COL:LSLN | COL:5FY27;unranked | kingdom | phylum | class | order | family | subfamily | genus | species | subspecies;;
;Bidens frondosa L.;SAME_AS;;Bidens frondosa;;;;;;;;HAS_ACCEPTED_NAME;COL:LS97;Bidens frondosa;species;;Biota | Plantae | Tracheophyta | Magnoliopsida | Asterales | Asteraceae | Asteroideae | Bidens | Bidens frondosa;COL:5T6MX | COL:P | COL:TP | COL:MG | COL:ST | COL:622TP | COL:J6T | COL:62GF8 | COL:LS97;unranked | kingdom | phylum | class | order | family | subfamily | genus | species;;
;Bidens vulgata Greene;SAME_AS;;Bidens vulgata;;;;;;;;HAS_ACCEPTED_NAME;COL:LSMC;Bidens vulgata;species;;Biota | Plantae | Tracheophyta | Magnoliopsida | Asterales | Asteraceae | Asteroideae | Bidens | Bidens vulgata;COL:5T6MX | COL:P | COL:TP | COL:MG | COL:ST | COL:622TP | COL:J6T | COL:62GF8 | COL:LSMC;unranked | kingdom | phylum | class | order | family | subfamily | genus | species;;
;Biscutella auriculata L.;SAME_AS;;Biscutella auriculata;;;;;;;;HAS_ACCEPTED_NAME;COL:LWM5;Biscutella auriculata;species;;Biota | Plantae | Tracheophyta | Magnoliopsida | Brassicales | Brassicaceae | Biscutella | Biscutella auriculata;COL:5T6MX | COL:P | COL:TP | COL:MG | COL:6228L | COL:7DN | COL:62FN8 | COL:LWM5;unranked | kingdom | phylum | class | order | family | genus | species;;
;Blackfordia virginica Mayer, 1910;SAME_AS;;Blackfordia virginica;;;;;;;;HAS_ACCEPTED_NAME;COL:LYSK;Blackfordia virginica;species;;Biota | Animalia | Cnidaria | Hydrozoa | Hydroidolina | Leptothecata | Blackfordiidae | Blackfordia | Blackfordia virginica;COL:5T6MX | COL:N | COL:CN2 | COL:6224W | COL:7NF5F | COL:7NG7R | COL:7NG56 | COL:7NQSR | COL:LYSK;unranked | kingdom | phylum | class | subclass | order | family | genus | species;;
;Blitum virgatum L.;SAME_AS;;Blitum virgatum;;;;;;;;HAS_ACCEPTED_NAME;COL:M73Q;Blitum virgatum;species;;Biota | Plantae | Tracheophyta | Magnoliopsida | Caryophyllales | Amaranthaceae | Chenopodioideae | Blitum | Blitum virgatum;COL:5T6MX | COL:P | COL:TP | COL:MG | COL:VW | COL:68Z | COL:JBS | COL:62HNP | COL:M73Q;unranked | kingdom | phylum | class | order | family | subfamily | genus | species;;
;Borago officinalis L.;SAME_AS;;Borago officinalis;;;;;;;;HAS_ACCEPTED_NAME;COL:MJ92;Borago officinalis;species;;Biota | Plantae | Tracheophyta | Magnoliopsida | Boraginales | Boraginaceae | Boraginoideae | Borago | Borago officinalis;COL:5T6MX | COL:P | COL:TP | COL:MG | COL:TW | COL:622G7 | COL:7NDYS | COL:3BH6 | COL:MJ92;unranked | kingdom | phylum | class | order | family | subfamily | genus | species;;
;Brachyactis ciliata (Ledeb.) Ledeb.;SAME_AS;;Brachyactis ciliata;;;;;;;;SYNONYM_OF;COL:53Q74;Symphyotrichum ciliatum;species;;Biota | Plantae | Tracheophyta | Magnoliopsida | Asterales | Asteraceae | Asteroideae | Symphyotrichum | Symphyotrichum ciliatum;COL:5T6MX | COL:P | COL:TP | COL:MG | COL:ST | COL:622TP | COL:J6T | COL:7QW7 | COL:53Q74;unranked | kingdom | phylum | class | order | family | subfamily | genus | species;;
;Branta canadensis (Linnaeus, 1758);SAME_AS;;Branta canadensis;;;;;;;;HAS_ACCEPTED_NAME;COL:5WRC3;Branta canadensis;species;;Biota | Animalia | Chordata | Aves | Anseriformes | Anatidae | Anserinae | Branta | Branta canadensis;COL:5T6MX | COL:N | COL:CH2 | COL:V2 | COL:PQ | COL:6D5 | COL:J5J | COL:62H39 | COL:5WRC3;unranked | kingdom | phylum | class | order | family | subfamily | genus | species;;
;Brassica juncea (L.) Czern.;SAME_AS;;Brassica juncea;;;;;;;;HAS_ACCEPTED_NAME;COL:N7ZK;Brassica juncea;species;;Biota | Plantae | Tracheophyta | Magnoliopsida | Brassicales | Brassicaceae | Brassica | Brassica juncea;COL:5T6MX | COL:P | COL:TP | COL:MG | COL:6228L | COL:7DN | COL:3CWB | COL:N7ZK;unranked | kingdom | phylum | class | order | family | genus | species;;
