Id;Taxonomische groep;Nederlandse naam;Wetenschappelijke naam;Categorie in publicatie;IUCN Categorie;Criterium;Jaar;Vastgesteld;Gevalideerd;Referentie van publicatie;Taal;Toegevoegd op
22580;Broedvogels;Geelpootmeeuw;Larus michahellis;Niet geëvalueerd;Niet geëvalueerd;IUCN;2016;Ja;Ja;Devos et al. (2016);nl-BE;2021-06-08T07:34:31.893Z
22581;Broedvogels;Dwergmeeuw;Larus minutus;Niet geëvalueerd;Niet geëvalueerd;IUCN;2016;Ja;Ja;Devos et al. (2016);nl-BE;2021-06-08T07:34:31.893Z
22582;Broedvogels;Kokmeeuw;Larus ridibundus;Kwetsbaar;Kwetsbaar;IUCN;2016;Ja;Ja;Devos et al. (2016);nl-BE;2021-06-08T07:34:31.893Z
22583;Broedvogels;Dwergstern;Sterna albifrons;Ernstig bedreigd;Ernstig bedreigd;IUCN;2016;Ja;Ja;Devos et al. (2016);nl-BE;2021-06-08T07:34:31.91Z
22584;Broedvogels;Dougalls Stern;Sterna dougallii;Niet geëvalueerd;Niet geëvalueerd;IUCN;2016;Ja;Ja;Devos et al. (2016);nl-BE;2021-06-08T07:34:31.91Z
22585;Broedvogels;Visdief;Sterna hirundo;Kwetsbaar;Kwetsbaar;IUCN;2016;Ja;Ja;Devos et al. (2016);nl-BE;2021-06-08T07:34:31.91Z
22586;Broedvogels;Noordse stern;Sterna paradisaea;Niet geëvalueerd;Niet geëvalueerd;IUCN;2016;Ja;Ja;Devos et al. (2016);nl-BE;2021-06-08T07:34:31.91Z
22587;Broedvogels;Grote Stern;Sterna sandvicensis;Bedreigd;Bedreigd;IUCN;2016;Ja;Ja;Devos et al. (2016);nl-BE;2021-06-08T07:34:31.91Z
22588;Broedvogels;Steltkluut;Himantopus himantopus;Bedreigd;Bedreigd;IUCN;2016;Ja;Ja;Devos et al. (2016);nl-BE;2021-06-08T07:34:31.91Z
22589;Broedvogels;Kluut;Recurvirostra avosetta;Kwetsbaar;Kwetsbaar;IUCN;2016;Ja;Ja;Devos et al. (2016);nl-BE;2021-06-08T07:34:31.91Z
22590;Broedvogels;Oeverloper;Actitis hypoleucos;Niet geëvalueerd;Niet geëvalueerd;IUCN;2016;Ja;Ja;Devos et al. (2016);nl-BE;2021-06-08T07:34:31.91Z
22591;Broedvogels;Bonte strandloper;Calidris alpina;Niet geëvalueerd;Niet geëvalueerd;IUCN;2016;Ja;Ja;Devos et al. (2016);nl-BE;2021-06-08T07:34:31.91Z
22592;Broedvogels;Watersnip;Gallinago gallinago;Ernstig bedreigd;Ernstig bedreigd;IUCN;2016;Ja;Ja;Devos et al. (2016);nl-BE;2021-06-08T07:34:31.91Z
22593;Broedvogels;Grutto;Limosa limosa;Kwetsbaar;Kwetsbaar;IUCN;2016;Ja;Ja;Devos et al. (2016);nl-BE;2021-06-08T07:34:31.91Z
22594;Broedvogels;Wulp;Numenius arquata;Bedreigd;Bedreigd;IUCN;2016;Ja;Ja;Devos et al. (2016);nl-BE;2021-06-08T07:34:31.927Z
22595;Broedvogels;Kemphaan;Philomachus pugnax;Ernstig bedreigd;Ernstig bedreigd;IUCN;2016;Ja;Ja;Devos et al. (2016);nl-BE;2021-06-08T07:34:31.927Z
22596;Broedvogels;Houtsnip;Scolopax rusticola;Bijna in gevaar;Bijna in gevaar;IUCN;2016;Ja;Ja;Devos et al. (2016);nl-BE;2021-06-08T07:34:31.927Z
22597;Broedvogels;Tureluur;Tringa totanus;Kwetsbaar;Kwetsbaar;IUCN;2016;Ja;Ja;Devos et al. (2016);nl-BE;2021-06-08T07:34:31.927Z
22598;Broedvogels;Ooievaar;Ciconia ciconia;Bedreigd;Bedreigd;IUCN;2016;Ja;Ja;Devos et al. (2016);nl-BE;2021-06-08T07:34:31.927Z
22599;Broedvogels;Holenduif;Columba oenas;Momenteel niet in gevaar;Momenteel niet in gevaar;IUCN;2016;Ja;Ja;Devos et al. (2016);nl-BE;2021-06-08T07:34:31.927Z
22600;Broedvogels;Houtduif;Columba palumbus;Momenteel niet in gevaar;Momenteel niet in gevaar;IUCN;2016;Ja;Ja;Devos et al. (2016);nl-BE;2021-06-08T07:34:31.927Z
22601;Broedvogels;Turkse Tortel;Streptopelia decaocto;Momenteel niet in gevaar;Momenteel niet in gevaar;IUCN;2016;Ja;Ja;Devos et al. (2016);nl-BE;2021-06-08T07:34:31.927Z
22602;Broedvogels;Zomertortel;Streptopelia turtur;Ernstig bedreigd;Ernstig bedreigd;IUCN;2016;Ja;Ja;Devos et al. (2016);nl-BE;2021-06-08T07:34:31.927Z
22603;Broedvogels;IJsvogel;Alcedo atthis;Kwetsbaar;Kwetsbaar;IUCN;2016;Ja;Ja;Devos et al. (2016);nl-BE;2021-06-08T07:34:31.927Z
22604;Broedvogels;Gewone kookabura;Dacelo novaeguineae;Niet van toepassing;Niet van toepassing;IUCN;2016;Ja;Ja;Devos et al. (2016);nl-BE;2021-06-08T07:34:31.943Z
22605;Broedvogels;Bijeneter;Merops apiaster;Niet geëvalueerd;Niet geëvalueerd;IUCN;2016;Ja;Ja;Devos et al. (2016);nl-BE;2021-06-08T07:34:31.943Z
22606;Broedvogels;Koekoek;Cuculus canorus;Momenteel niet in gevaar;Momenteel niet in gevaar;IUCN;2016;Ja;Ja;Devos et al. (2016);nl-BE;2021-06-08T07:34:31.943Z
22607;Broedvogels;Slechtvalk;Falco peregrinus;Bedreigd;Bedreigd;IUCN;2016;Ja;Ja;Devos et al. (2016);nl-BE;2021-06-08T07:34:31.943Z
22608;Broedvogels;Boomvalk;Falco subbuteo;Bijna in gevaar;Bijna in gevaar;IUCN;2016;Ja;Ja;Devos et al. (2016);nl-BE;2021-06-08T07:34:31.943Z
22609;Broedvogels;Torenvalk;Falco tinnunculus;Momenteel niet in gevaar;Momenteel niet in gevaar;IUCN;2016;Ja;Ja;Devos et al. (2016);nl-BE;2021-06-08T07:34:31.943Z
22610;Broedvogels;Kwartel;Coturnix coturnix;Momenteel niet in gevaar;Momenteel niet in gevaar;IUCN;2016;Ja;Ja;Devos et al. (2016);nl-BE;2021-06-08T07:34:31.943Z
22611;Broedvogels;Patrijs;Perdix perdix;Kwetsbaar;Kwetsbaar;IUCN;2016;Ja;Ja;Devos et al. (2016);nl-BE;2021-06-08T07:34:31.943Z
22612;Broedvogels;Fazant;Phasianus colchicus;Niet van toepassing;Niet van toepassing;IUCN;2016;Ja;Ja;Devos et al. (2016);nl-BE;2021-06-08T07:34:31.943Z
22613;Broedvogels;Korhoen;Tetrao tetrix;Regionaal uitgestorven;Regionaal uitgestorven;IUCN;2016;Ja;Ja;Devos et al. (2016);nl-BE;2021-06-08T07:34:31.943Z
22614;Broedvogels;Kwartelkoning;Crex crex;Ernstig bedreigd;Ernstig bedreigd;IUCN;2016;Ja;Ja;Devos et al. (2016);nl-BE;2021-06-08T07:34:31.957Z
22615;Broedvogels;Meerkoet;Fulica atra;Momenteel niet in gevaar;Momenteel niet in gevaar;IUCN;2016;Ja;Ja;Devos et al. (2016);nl-BE;2021-06-08T07:34:31.957Z
22616;Broedvogels;Waterhoen;Gallinula chloropus;Momenteel niet in gevaar;Momenteel niet in gevaar;IUCN;2016;Ja;Ja;Devos et al. (2016);nl-BE;2021-06-08T07:34:31.957Z
22617;Broedvogels;Klein waterhoen;Porzana parva;Niet geëvalueerd;Niet geëvalueerd;IUCN;2016;Ja;Ja;Devos et al. (2016);nl-BE;2021-06-08T07:34:31.957Z
22618;Broedvogels;Porseleinhoen;Porzana porzana;Ernstig bedreigd;Ernstig bedreigd;IUCN;2016;Ja;Ja;Devos et al. (2016);nl-BE;2021-06-08T07:34:31.957Z
22619;Broedvogels;Kleinst waterhoen;Porzana pusilla;Niet geëvalueerd;Niet geëvalueerd;IUCN;2016;Ja;Ja;Devos et al. (2016);nl-BE;2021-06-08T07:34:31.957Z
22620;Broedvogels;Waterral;Rallus aquaticus;Momenteel niet in gevaar;Momenteel niet in gevaar;IUCN;2016;Ja;Ja;Devos et al. (2016);nl-BE;2021-06-08T07:34:31.957Z
22621;Broedvogels;Staartmees;Aegithalos caudatus;Kwetsbaar;Kwetsbaar;IUCN;2016;Ja;Ja;Devos et al. (2016);nl-BE;2021-06-08T07:34:31.957Z
22622;Broedvogels;Veldleeuwerik;Alauda arvensis;Kwetsbaar;Kwetsbaar;IUCN;2016;Ja;Ja;Devos et al. (2016);nl-BE;2021-06-08T07:34:31.957Z
22623;Broedvogels;Kuifleeuwerik;Galerida cristata;Ernstig bedreigd;Ernstig bedreigd;IUCN;2016;Ja;Ja;Devos et al. (2016);nl-BE;2021-06-08T07:34:31.957Z
22624;Broedvogels;Boomleeuwerik;Lullula arborea;Bijna in gevaar;Bijna in gevaar;IUCN;2016;Ja;Ja;Devos et al. (2016);nl-BE;2021-06-08T07:34:31.973Z
22625;Broedvogels;Boomkruiper;Certhia brachydactyla;Momenteel niet in gevaar;Momenteel niet in gevaar;IUCN;2016;Ja;Ja;Devos et al. (2016);nl-BE;2021-06-08T07:34:31.973Z
22626;Broedvogels;Kortsnavelboomkruiper;Certhia familiaris;Kwetsbaar;Kwetsbaar;IUCN;2016;Ja;Ja;Devos et al. (2016);nl-BE;2021-06-08T07:34:31.973Z
22627;Broedvogels;Waterspreeuw;Cinclus cynclus;Niet geëvalueerd;Niet geëvalueerd;IUCN;2016;Ja;Ja;Devos et al. (2016);nl-BE;2021-06-08T07:34:31.973Z
22628;Broedvogels;Graszanger;Cisticola juncidis;Ernstig bedreigd;Ernstig bedreigd;IUCN;2016;Ja;Ja;Devos et al. (2016);nl-BE;2021-06-08T07:34:31.973Z
22629;Broedvogels;Raaf ;Corvus corax;Niet geëvalueerd;Niet geëvalueerd;IUCN;2016;Ja;Ja;Devos et al. (2016);nl-BE;2021-06-08T07:34:31.973Z
22630;Broedvogels;Zwarte Kraai;Corvus corone;Momenteel niet in gevaar;Momenteel niet in gevaar;IUCN;2016;Ja;Ja;Devos et al. (2016);nl-BE;2021-06-08T07:34:31.973Z
22631;Broedvogels;Roek;Corvus frugilegus;Momenteel niet in gevaar;Momenteel niet in gevaar;IUCN;2016;Ja;Ja;Devos et al. (2016);nl-BE;2021-06-08T07:34:31.973Z
22632;Broedvogels;Kauw;Corvus monedula;Momenteel niet in gevaar;Momenteel niet in gevaar;IUCN;2016;Ja;Ja;Devos et al. (2016);nl-BE;2021-06-08T07:34:31.973Z
22633;Broedvogels;Gaai;Garrulus glandarius;Momenteel niet in gevaar;Momenteel niet in gevaar;IUCN;2016;Ja;Ja;Devos et al. (2016);nl-BE;2021-06-08T07:34:31.973Z
22634;Broedvogels;Ekster;Pica pica;Momenteel niet in gevaar;Momenteel niet in gevaar;IUCN;2016;Ja;Ja;Devos et al. (2016);nl-BE;2021-06-08T07:34:31.99Z
22635;Broedvogels;Cirlgors  ;Emberiza cirlus;Niet geëvalueerd;Niet geëvalueerd;IUCN;2016;Ja;Ja;Devos et al. (2016);nl-BE;2021-06-08T07:34:31.99Z
22636;Broedvogels;Geelgors;Emberiza citrinella;Momenteel niet in gevaar;Momenteel niet in gevaar;IUCN;2016;Ja;Ja;Devos et al. (2016);nl-BE;2021-06-08T07:34:31.99Z
22637;Broedvogels;Ortolaan;Emberiza hortulana;Regionaal uitgestorven;Regionaal uitgestorven;IUCN;2016;Ja;Ja;Devos et al. (2016);nl-BE;2021-06-08T07:34:31.99Z
22638;Broedvogels;Rietgors;Emberiza schoeniclus;Bijna in gevaar;Bijna in gevaar;IUCN;2016;Ja;Ja;Devos et al. (2016);nl-BE;2021-06-08T07:34:31.99Z
22639;Broedvogels;Grauwe Gors;Emberiza calandra;Ernstig bedreigd;Ernstig bedreigd;IUCN;2016;Ja;Ja;Devos et al. (2016);nl-BE;2021-06-08T07:34:31.99Z
22640;Broedvogels;Kneu;Carduelis cannabina;Kwetsbaar;Kwetsbaar;IUCN;2016;Ja;Ja;Devos et al. (2016);nl-BE;2021-06-08T07:34:31.99Z
22641;Broedvogels;Putter;Carduelis carduelis;Momenteel niet in gevaar;Momenteel niet in gevaar;IUCN;2016;Ja;Ja;Devos et al. (2016);nl-BE;2021-06-08T07:34:31.99Z
22642;Broedvogels;Groenling;Carduelis chloris;Momenteel niet in gevaar;Momenteel niet in gevaar;IUCN;2016;Ja;Ja;Devos et al. (2016);nl-BE;2021-06-08T07:34:31.99Z
22643;Broedvogels;Kleine Barmsijs;Carduelis flammea;Ernstig bedreigd;Ernstig bedreigd;IUCN;2016;Ja;Ja;Devos et al. (2016);nl-BE;2021-06-08T07:34:32.003Z
22644;Broedvogels;Sijs;Carduelis spinus;Onvoldoende data;Onvoldoende data;IUCN;2016;Ja;Ja;Devos et al. (2016);nl-BE;2021-06-08T07:34:32.003Z
22645;Broedvogels;Roodmus;Carpodacus erythrinus;Niet geëvalueerd;Niet geëvalueerd;IUCN;2016;Ja;Ja;Devos et al. (2016);nl-BE;2021-06-08T07:34:32.003Z
22646;Broedvogels;Appelvink;Coccothraustes coccothraustes;Momenteel niet in gevaar;Momenteel niet in gevaar;IUCN;2016;Ja;Ja;Devos et al. (2016);nl-BE;2021-06-08T07:34:32.003Z
22647;Broedvogels;Vink;Fringilla coelebs;Momenteel niet in gevaar;Momenteel niet in gevaar;IUCN;2016;Ja;Ja;Devos et al. (2016);nl-BE;2021-06-08T07:34:32.003Z
22648;Broedvogels;Keep;Fringilla montifringilla;Niet geëvalueerd;Niet geëvalueerd;IUCN;2016;Ja;Ja;Devos et al. (2016);nl-BE;2021-06-08T07:34:32.003Z
22649;Broedvogels;Kruisbek;Loxia curvirostra;Kwetsbaar;Kwetsbaar;IUCN;2016;Ja;Ja;Devos et al. (2016);nl-BE;2021-06-08T07:34:32.003Z
22650;Broedvogels;Grote kruisbek;Loxia pytyopsittacus;Niet geëvalueerd;Niet geëvalueerd;IUCN;2016;Ja;Ja;Devos et al. (2016);nl-BE;2021-06-08T07:34:32.003Z
22651;Broedvogels;Goudvink;Pyrrhula pyrrhula;Bijna in gevaar;Bijna in gevaar;IUCN;2016;Ja;Ja;Devos et al. (2016);nl-BE;2021-06-08T07:34:32.003Z
22652;Broedvogels;Europese Kanarie;Serinus serinus;Ernstig bedreigd;Ernstig bedreigd;IUCN;2016;Ja;Ja;Devos et al. (2016);nl-BE;2021-06-08T07:34:32.003Z
22653;Broedvogels;Huiszwaluw;Delichon urbica;Momenteel niet in gevaar;Momenteel niet in gevaar;IUCN;2016;Ja;Ja;Devos et al. (2016);nl-BE;2021-06-08T07:34:32.02Z
22654;Broedvogels;Boerenzwaluw;Hirundo rustica;Kwetsbaar;Kwetsbaar;IUCN;2016;Ja;Ja;Devos et al. (2016);nl-BE;2021-06-08T07:34:32.02Z
22655;Broedvogels;Oeverzwaluw;Riparia riparia;Bijna in gevaar;Bijna in gevaar;IUCN;2016;Ja;Ja;Devos et al. (2016);nl-BE;2021-06-08T07:34:32.02Z
22656;Broedvogels;Grauwe Klauwier;Lanius collurio;Bedreigd;Bedreigd;IUCN;2016;Ja;Ja;Devos et al. (2016);nl-BE;2021-06-08T07:34:32.02Z
22657;Broedvogels;Klapekster;Lanius excubitor;Regionaal uitgestorven;Regionaal uitgestorven;IUCN;2016;Ja;Ja;Devos et al. (2016);nl-BE;2021-06-08T07:34:32.02Z
22658;Broedvogels;Roodkopklauwier;Lanius senator;Niet geëvalueerd;Niet geëvalueerd;IUCN;2016;Ja;Ja;Devos et al. (2016);nl-BE;2021-06-08T07:34:32.02Z
22659;Broedvogels;Witte Kwikstaart;Motacilla alba;Momenteel niet in gevaar;Momenteel niet in gevaar;IUCN;2016;Ja;Ja;Devos et al. (2016);nl-BE;2021-06-08T07:34:32.02Z
22660;Broedvogels;Rouwkwikstaart;Motacilla alba yarrellii;Niet geëvalueerd;Niet geëvalueerd;IUCN;2016;Ja;Ja;Devos et al. (2016);nl-BE;2021-06-08T07:34:32.02Z
22661;Broedvogels;Grote Gele Kwikstaart;Motacilla cinerea;Bijna in gevaar;Bijna in gevaar;IUCN;2016;Ja;Ja;Devos et al. (2016);nl-BE;2021-06-08T07:34:32.02Z
22662;Broedvogels;Gele Kwikstaart;Motacilla flava;Momenteel niet in gevaar;Momenteel niet in gevaar;IUCN;2016;Ja;Ja;Devos et al. (2016);nl-BE;2021-06-08T07:34:32.02Z
22663;Broedvogels;Engelse Gele Kwikstaart;Motacilla flava flavissima;Niet geëvalueerd;Niet geëvalueerd;IUCN;2016;Ja;Ja;Devos et al. (2016);nl-BE;2021-06-08T07:34:32.037Z
22664;Broedvogels;Roodborst;Erithacus rubecula;Momenteel niet in gevaar;Momenteel niet in gevaar;IUCN;2016;Ja;Ja;Devos et al. (2016);nl-BE;2021-06-08T07:34:32.037Z
22665;Broedvogels;Bonte Vliegenvanger;Ficedula hypoleuca;Momenteel niet in gevaar;Momenteel niet in gevaar;IUCN;2016;Ja;Ja;Devos et al. (2016);nl-BE;2021-06-08T07:34:32.037Z
22666;Broedvogels;Nachtegaal;Luscinia megarhynchos;Kwetsbaar;Kwetsbaar;IUCN;2016;Ja;Ja;Devos et al. (2016);nl-BE;2021-06-08T07:34:32.037Z
22667;Broedvogels;Blauwborst;Luscinia svecica;Momenteel niet in gevaar;Momenteel niet in gevaar;IUCN;2016;Ja;Ja;Devos et al. (2016);nl-BE;2021-06-08T07:34:32.037Z
22668;Broedvogels;Grauwe Vliegenvanger;Muscicapa striata;Bijna in gevaar;Bijna in gevaar;IUCN;2016;Ja;Ja;Devos et al. (2016);nl-BE;2021-06-08T07:34:32.037Z
22669;Broedvogels;Tapuit;Oenanthe oenanthe;Ernstig bedreigd;Ernstig bedreigd;IUCN;2016;Ja;Ja;Devos et al. (2016);nl-BE;2021-06-08T07:34:32.037Z
22670;Broedvogels;Zwarte Roodstaart;Phoenicurus ochruros;Momenteel niet in gevaar;Momenteel niet in gevaar;IUCN;2016;Ja;Ja;Devos et al. (2016);nl-BE;2021-06-08T07:34:32.037Z
22671;Broedvogels;Gekraagde Roodstaart;Phoenicurus phoenicurus;Momenteel niet in gevaar;Momenteel niet in gevaar;IUCN;2016;Ja;Ja;Devos et al. (2016);nl-BE;2021-06-08T07:34:32.037Z
22672;Broedvogels;Paapje;Saxicola rubetra;Ernstig bedreigd;Ernstig bedreigd;IUCN;2016;Ja;Ja;Devos et al. (2016);nl-BE;2021-06-08T07:34:32.05Z
22673;Broedvogels;Roodborsttapuit;Saxicola torquatus;Momenteel niet in gevaar;Momenteel niet in gevaar;IUCN;2016;Ja;Ja;Devos et al. (2016);nl-BE;2021-06-08T07:34:32.05Z
22674;Broedvogels;Wielewaal;Oriolus oriolus;Bedreigd;Bedreigd;IUCN;2016;Ja;Ja;Devos et al. (2016);nl-BE;2021-06-08T07:34:32.05Z
22675;Broedvogels;Zwarte Mees;Parus ater;Bijna in gevaar;Bijna in gevaar;IUCN;2016;Ja;Ja;Devos et al. (2016);nl-BE;2021-06-08T07:34:32.05Z
22676;Broedvogels;Pimpelmees;Parus caeruleus;Momenteel niet in gevaar;Momenteel niet in gevaar;IUCN;2016;Ja;Ja;Devos et al. (2016);nl-BE;2021-06-08T07:34:32.05Z
22677;Broedvogels;Kuifmees;Parus cristatus;Momenteel niet in gevaar;Momenteel niet in gevaar;IUCN;2016;Ja;Ja;Devos et al. (2016);nl-BE;2021-06-08T07:34:32.05Z
22678;Broedvogels;Koolmees;Parus major;Momenteel niet in gevaar;Momenteel niet in gevaar;IUCN;2016;Ja;Ja;Devos et al. (2016);nl-BE;2021-06-08T07:34:32.05Z
22679;Broedvogels;Matkop;Parus montanus;Bedreigd;Bedreigd;IUCN;2016;Ja;Ja;Devos et al. (2016);nl-BE;2021-06-08T07:34:32.05Z
22680;Broedvogels;Glanskop;Parus palustris;Momenteel niet in gevaar;Momenteel niet in gevaar;IUCN;2016;Ja;Ja;Devos et al. (2016);nl-BE;2021-06-08T07:34:32.05Z
22681;Broedvogels;Huismus;Passer domesticus;Kwetsbaar;Kwetsbaar;IUCN;2016;Ja;Ja;Devos et al. (2016);nl-BE;2021-06-08T07:34:32.05Z
22682;Broedvogels;Ringmus;Passer montanus;Bedreigd;Bedreigd;IUCN;2016;Ja;Ja;Devos et al. (2016);nl-BE;2021-06-08T07:34:32.067Z
22683;Broedvogels;Duinpieper;Anthus campestris;Regionaal uitgestorven;Regionaal uitgestorven;IUCN;2016;Ja;Ja;Devos et al. (2016);nl-BE;2021-06-08T07:34:32.067Z
22684;Broedvogels;Graspieper;Anthus pratensis;Bedreigd;Bedreigd;IUCN;2016;Ja;Ja;Devos et al. (2016);nl-BE;2021-06-08T07:34:32.067Z
22685;Broedvogels;Boompieper;Anthus trivialis;Bijna in gevaar;Bijna in gevaar;IUCN;2016;Ja;Ja;Devos et al. (2016);nl-BE;2021-06-08T07:34:32.067Z
22686;Broedvogels;Heggenmus;Prunella modularis;Momenteel niet in gevaar;Momenteel niet in gevaar;IUCN;2016;Ja;Ja;Devos et al. (2016);nl-BE;2021-06-08T07:34:32.067Z
22687;Broedvogels;Vuurgoudhaan;Regulus ignicapilla;Momenteel niet in gevaar;Momenteel niet in gevaar;IUCN;2016;Ja;Ja;Devos et al. (2016);nl-BE;2021-06-08T07:34:32.067Z
22688;Broedvogels;Goudhaan;Regulus regulus;Kwetsbaar;Kwetsbaar;IUCN;2016;Ja;Ja;Devos et al. (2016);nl-BE;2021-06-08T07:34:32.067Z
22689;Broedvogels;Buidelmees;Remiz pendulinus;Ernstig bedreigd;Ernstig bedreigd;IUCN;2016;Ja;Ja;Devos et al. (2016);nl-BE;2021-06-08T07:34:32.067Z
22690;Broedvogels;Boomklever;Sitta europaea;Momenteel niet in gevaar;Momenteel niet in gevaar;IUCN;2016;Ja;Ja;Devos et al. (2016);nl-BE;2021-06-08T07:34:32.067Z
22691;Broedvogels;Kuifmaina;Acridotheres cristatellus;Niet van toepassing;Niet van toepassing;IUCN;2016;Ja;Ja;Devos et al. (2016);nl-BE;2021-06-08T07:34:32.083Z
22692;Broedvogels;Treurmaina;Acridotheres tristis;Niet van toepassing;Niet van toepassing;IUCN;2016;Ja;Ja;Devos et al. (2016);nl-BE;2021-06-08T07:34:32.083Z
22693;Broedvogels;Spreeuw;Sturnus vulgaris;Momenteel niet in gevaar;Momenteel niet in gevaar;IUCN;2016;Ja;Ja;Devos et al. (2016);nl-BE;2021-06-08T07:34:32.083Z
22694;Broedvogels;Grote Karekiet;Acrocephalus arundinaceus;Ernstig bedreigd;Ernstig bedreigd;IUCN;2016;Ja;Ja;Devos et al. (2016);nl-BE;2021-06-08T07:34:32.083Z
22695;Broedvogels;Bosrietzanger;Acrocephalus palustris;Momenteel niet in gevaar;Momenteel niet in gevaar;IUCN;2016;Ja;Ja;Devos et al. (2016);nl-BE;2021-06-08T07:34:32.083Z
22696;Broedvogels;Rietzanger;Acrocephalus schoenobaenus;Momenteel niet in gevaar;Momenteel niet in gevaar;IUCN;2016;Ja;Ja;Devos et al. (2016);nl-BE;2021-06-08T07:34:32.083Z
22697;Broedvogels;Kleine Karekiet;Acrocephalus scirpaceus;Momenteel niet in gevaar;Momenteel niet in gevaar;IUCN;2016;Ja;Ja;Devos et al. (2016);nl-BE;2021-06-08T07:34:32.083Z
22698;Broedvogels;Cetti's Zanger;Cettia cetti;Bijna in gevaar;Bijna in gevaar;IUCN;2016;Ja;Ja;Devos et al. (2016);nl-BE;2021-06-08T07:34:32.083Z
22699;Broedvogels;Spotvogel;Hippolais icterina;Bijna in gevaar;Bijna in gevaar;IUCN;2016;Ja;Ja;Devos et al. (2016);nl-BE;2021-06-08T07:34:32.083Z
22700;Broedvogels;Orpheusspotvogel;Hippolais polyglotta;Niet geëvalueerd;Niet geëvalueerd;IUCN;2016;Ja;Ja;Devos et al. (2016);nl-BE;2021-06-08T07:34:32.083Z
22701;Broedvogels;Snor;Locustella luscinioides;Ernstig bedreigd;Ernstig bedreigd;IUCN;2016;Ja;Ja;Devos et al. (2016);nl-BE;2021-06-08T07:34:32.097Z
22702;Broedvogels;Sprinkhaanzanger;Locustella naevia;Momenteel niet in gevaar;Momenteel niet in gevaar;IUCN;2016;Ja;Ja;Devos et al. (2016);nl-BE;2021-06-08T07:34:32.097Z
22703;Broedvogels;Tjiftjaf;Phylloscopus collybita;Momenteel niet in gevaar;Momenteel niet in gevaar;IUCN;2016;Ja;Ja;Devos et al. (2016);nl-BE;2021-06-08T07:34:32.097Z
22704;Broedvogels;Fluiter;Phylloscopus sibilatrix;Kwetsbaar;Kwetsbaar;IUCN;2016;Ja;Ja;Devos et al. (2016);nl-BE;2021-06-08T07:34:32.097Z
22705;Broedvogels;Fitis;Phylloscopus trochilus;Kwetsbaar;Kwetsbaar;IUCN;2016;Ja;Ja;Devos et al. (2016);nl-BE;2021-06-08T07:34:32.097Z
22706;Broedvogels;Zwartkop;Sylvia atricapilla;Momenteel niet in gevaar;Momenteel niet in gevaar;IUCN;2016;Ja;Ja;Devos et al. (2016);nl-BE;2021-06-08T07:34:32.097Z
22707;Broedvogels;Tuinfluiter;Sylvia borin;Bijna in gevaar;Bijna in gevaar;IUCN;2016;Ja;Ja;Devos et al. (2016);nl-BE;2021-06-08T07:34:32.097Z
22708;Broedvogels;Grasmus;Sylvia communis;Momenteel niet in gevaar;Momenteel niet in gevaar;IUCN;2016;Ja;Ja;Devos et al. (2016);nl-BE;2021-06-08T07:34:32.097Z
22709;Broedvogels;Braamsluiper;Sylvia curruca;Momenteel niet in gevaar;Momenteel niet in gevaar;IUCN;2016;Ja;Ja;Devos et al. (2016);nl-BE;2021-06-08T07:34:32.097Z
22710;Broedvogels;Baardmannetje;Panurus biarmicus;Kwetsbaar;Kwetsbaar;IUCN;2016;Ja;Ja;Devos et al. (2016);nl-BE;2021-06-08T07:34:32.097Z
22711;Broedvogels;Winterkoning;Troglodytes troglodytes;Momenteel niet in gevaar;Momenteel niet in gevaar;IUCN;2016;Ja;Ja;Devos et al. (2016);nl-BE;2021-06-08T07:34:32.113Z
22712;Broedvogels;Merel;Turdus merula;Momenteel niet in gevaar;Momenteel niet in gevaar;IUCN;2016;Ja;Ja;Devos et al. (2016);nl-BE;2021-06-08T07:34:32.113Z
22713;Broedvogels;Zanglijster;Turdus philomelos;Momenteel niet in gevaar;Momenteel niet in gevaar;IUCN;2016;Ja;Ja;Devos et al. (2016);nl-BE;2021-06-08T07:34:32.113Z
22714;Broedvogels;Kramsvogel;Turdus pilaris;Ernstig bedreigd;Ernstig bedreigd;IUCN;2016;Ja;Ja;Devos et al. (2016);nl-BE;2021-06-08T07:34:32.113Z
22715;Broedvogels;Beflijster;Tudus torquatus;Niet geëvalueerd;Niet geëvalueerd;IUCN;2016;Ja;Ja;Devos et al. (2016);nl-BE;2021-06-08T07:34:32.113Z
22716;Broedvogels;Grote Lijster;Turdus viscivorus;Bijna in gevaar;Bijna in gevaar;IUCN;2016;Ja;Ja;Devos et al. (2016);nl-BE;2021-06-08T07:34:32.113Z
22717;Broedvogels;Blauwe Reiger;Ardea cinerea;Momenteel niet in gevaar;Momenteel niet in gevaar;IUCN;2016;Ja;Ja;Devos et al. (2016);nl-BE;2021-06-08T07:34:32.113Z
22718;Broedvogels;Purperreiger;Ardea purpurea;Niet geëvalueerd;Niet geëvalueerd;IUCN;2016;Ja;Ja;Devos et al. (2016);nl-BE;2021-06-08T07:34:32.113Z
22719;Broedvogels;Roerdomp;Botaurus stellaris;Ernstig bedreigd;Ernstig bedreigd;IUCN;2016;Ja;Ja;Devos et al. (2016);nl-BE;2021-06-08T07:34:32.113Z
22720;Broedvogels;Koereiger;Bubulcus ibis;Niet geëvalueerd;Niet geëvalueerd;IUCN;2016;Ja;Ja;Devos et al. (2016);nl-BE;2021-06-08T07:34:32.113Z
