speciesKey,scientificName,rank,taxonomicStatus,kingdom,includes
2481748,"Calidris alba (Pallas, 1764)",SPECIES,ACCEPTED,Animalia,"2481748: Calidris alba (Pallas, 1764)"
2481749,"Calidris minuta (Leisler, 1812)",SPECIES,ACCEPTED,Animalia,"2481749: Calidris minuta (Leisler, 1812)"
2481759,"Calidris alpina (Linnaeus, 1758)",SPECIES,ACCEPTED,Animalia,"2481759: Calidris alpina (Linnaeus, 1758) | 7192466: Calidris alpina alpina"
2481765,"Calidris canutus (Linnaeus, 1758)",SPECIES,ACCEPTED,Animalia,"2481765: Calidris canutus (Linnaeus, 1758)"
2481776,"Arenaria interpres (Linnaeus, 1758)",SPECIES,ACCEPTED,Animalia,"2481776: Arenaria interpres (Linnaeus, 1758)"
2481780,"Limicola falcinellus (Pontoppidan, 1763)",SPECIES,ACCEPTED,Animalia,"7537888: Calidris falcinellus (Pontoppidan, 1763) | 8163126: Calidris falcinellus falcinellus"
2481784,"Numenius phaeopus (Linnaeus, 1758)",SPECIES,ACCEPTED,Animalia,"2481784: Numenius phaeopus (Linnaeus, 1758)"
2481792,"Numenius arquata (Linnaeus, 1758)",SPECIES,ACCEPTED,Animalia,"2481792: Numenius arquata (Linnaeus, 1758) | 7192465: Numenius arquata arquata"
2481800,"Actitis hypoleucos (Linnaeus, 1758)",SPECIES,ACCEPTED,Animalia,"2481800: Actitis hypoleucos (Linnaeus, 1758)"
2481819,"Gallinago gallinago (Linnaeus, 1758)",SPECIES,ACCEPTED,Animalia,"2481819: Gallinago gallinago (Linnaeus, 1758) | 7500405: Capella gallinago gallinago"
2481831,"Gallinago media (Latham, 1787)",SPECIES,ACCEPTED,Animalia,"2481831: Gallinago media (Latham, 1787)"
2481835,"Lymnocryptes minimus (Brunnich, 1764)",SPECIES,ACCEPTED,Animalia,"2481835: Lymnocryptes minimus (Brunnich, 1764)"
2481861,"Phalacrocorax aristotelis (Linnaeus, 1761)",SPECIES,ACCEPTED,Animalia,"2481861: Phalacrocorax aristotelis (Linnaeus, 1761) | 10943800: Gulosus aristotelis (Linnaeus, 1761)"
2481890,"Phalacrocorax carbo (Linnaeus, 1758)",SPECIES,ACCEPTED,Animalia,"2481890: Phalacrocorax carbo (Linnaeus, 1758) | 4408474: Phalacrocorax carbo sinensis (Blumenbach, 1798)"
2481909,"Ciconia nigra (Linnaeus, 1758)",SPECIES,ACCEPTED,Animalia,"2481909: Ciconia nigra (Linnaeus, 1758)"
2481912,"Ciconia ciconia (Linnaeus, 1758)",SPECIES,ACCEPTED,Animalia,"2481912: Ciconia ciconia (Linnaeus, 1758) | 7191124: Ciconia ciconia ciconia"
2481958,"Gavia stellata (Pontoppidan, 1763)",SPECIES,ACCEPTED,Animalia,"2481958: Gavia stellata (Pontoppidan, 1763)"
2481959,"Gavia arctica (Linnaeus, 1758)",SPECIES,ACCEPTED,Animalia,"2481959: Gavia arctica (Linnaeus, 1758)"
2481962,"Gavia immer (Brunnich, 1764)",SPECIES,ACCEPTED,Animalia,"2481962: Gavia immer (Brunnich, 1764)"
2482048,"Tachybaptus ruficollis (Pallas, 1764)",SPECIES,ACCEPTED,Animalia,"2482048: Tachybaptus ruficollis (Pallas, 1764) | 7191596: Tachybaptus ruficollis ruficollis"
2482051,"Podiceps grisegena (Boddaert, 1783)",SPECIES,ACCEPTED,Animalia,"2482051: Podiceps grisegena (Boddaert, 1783) | 6178187: Podiceps grisegena grisegena"
2482054,"Podiceps cristatus (Linnaeus, 1758)",SPECIES,ACCEPTED,Animalia,"2482054: Podiceps cristatus (Linnaeus, 1758) | 5793223: Podiceps cristatus cristatus"
2482059,"Podiceps auritus (Linnaeus, 1758)",SPECIES,ACCEPTED,Animalia,"2482059: Podiceps auritus (Linnaeus, 1758)"
2482065,"Podiceps nigricollis C.L.Brehm, 1831",SPECIES,ACCEPTED,Animalia,"2482065: Podiceps nigricollis C.L.Brehm, 1831 | 7191593: Podiceps nigricollis nigricollis"
2482100,"Burhinus oedicnemus (Linnaeus, 1758)",SPECIES,ACCEPTED,Animalia,"2482100: Burhinus oedicnemus (Linnaeus, 1758)"
2482492,"Corvus corax Linnaeus, 1758",SPECIES,ACCEPTED,Animalia,"2482492: Corvus corax Linnaeus, 1758 | 7192172: Corvus corax corax"
2482513,"Corvus frugilegus Linnaeus, 1758",SPECIES,ACCEPTED,Animalia,"2482513: Corvus frugilegus Linnaeus, 1758 | 6171820: Corvus frugilegus frugilegus"
2482515,"Corvus cornix Linnaeus, 1758",SPECIES,ACCEPTED,Animalia,"2482515: Corvus cornix Linnaeus, 1758 | 6092095: Corvus cornix sharpii Oates, 1889 | 6171815: Corvus cornix cornix | 6486589: Corvus corone cornix Linnaeus, 1758"
2482613,"Nucifraga caryocatactes (Linnaeus, 1758)",SPECIES,ACCEPTED,Animalia,"2482613: Nucifraga caryocatactes (Linnaeus, 1758) | 7341753: Nucifraga caryocatactes caryocatactes"
2484596,"Regulus regulus (Linnaeus, 1758)",SPECIES,ACCEPTED,Animalia,"2484596: Regulus regulus (Linnaeus, 1758) | 7341958: Regulus regulus regulus"
2484605,"Bombycilla garrulus (Linnaeus, 1758)",SPECIES,ACCEPTED,Animalia,"2484605: Bombycilla garrulus (Linnaeus, 1758)"
2484916,"Sitta europaea Linnaeus, 1758",SPECIES,ACCEPTED,Animalia,"2484916: Sitta europaea Linnaeus, 1758 | 6091863: Sitta europaea caesia Wolf, 1810 | 7341559: Sitta europaea europaea"
2484918,"Tichodroma muraria (Linnaeus, 1766)",SPECIES,ACCEPTED,Animalia,"2484918: Tichodroma muraria (Linnaeus, 1766)"
2487385,"Remiz pendulinus (Linnaeus, 1758)",SPECIES,ACCEPTED,Animalia,"2487385: Remiz pendulinus (Linnaeus, 1758) | 7341754: Remiz pendulinus pendulinus"
2487603,"Certhia familiaris Linnaeus, 1758",SPECIES,ACCEPTED,Animalia,"2487603: Certhia familiaris Linnaeus, 1758 | 7191895: Certhia familiaris familiaris"
2487843,"Poecile palustris (Linnaeus, 1758)",SPECIES,ACCEPTED,Animalia,"2487843: Poecile palustris (Linnaeus, 1758) | 7342133: Poecile palustris palustris | 8126684: Parus palustris Linnaeus, 1758"
2487857,"Poecile lugubris (Temminck, 1820)",SPECIES,ACCEPTED,Animalia,"2487857: Poecile lugubris (Temminck, 1820) | 4409009: Parus lugubris Temminck, 1820 | 7342139: Poecile lugubris lugubris | 8854084: Poecile lugubris lugens (C.L.Brehm, 1855)"
2487866,"Poecile montanus (Conrad von Baldenstein, 1827)",SPECIES,ACCEPTED,Animalia,"2487866: Poecile montanus (Conrad von Baldenstein, 1827) | 5844765: Poecile montanus borealis (Selys-Longchamps, 1843) | 7342118: Poecile montanus montanus | 9488534: Parus montanus montanus"
2487871,"Periparus ater (Linnaeus, 1758)",SPECIES,ACCEPTED,Animalia,"2487871: Periparus ater (Linnaeus, 1758) | 7342044: Periparus ater ater | 7342812: Parus ater ater"
2487879,"Cyanistes caeruleus (Linnaeus, 1758)",SPECIES,ACCEPTED,Animalia,"2487879: Cyanistes caeruleus (Linnaeus, 1758) | 7341856: Cyanistes caeruleus caeruleus | 8039693: Parus caeruleus caeruleus"
2487883,"Lophophanes cristatus (Linnaeus, 1758)",SPECIES,ACCEPTED,Animalia,"2487883: Lophophanes cristatus (Linnaeus, 1758) | 7690126: Parus cristatus cristatus"
2488949,"Oriolus oriolus (Linnaeus, 1758)",SPECIES,ACCEPTED,Animalia,"2488949: Oriolus oriolus (Linnaeus, 1758)"
2489160,"Riparia riparia (Linnaeus, 1758)",SPECIES,ACCEPTED,Animalia,"2489160: Riparia riparia (Linnaeus, 1758)"
2489214,"Delichon urbicum (Linnaeus, 1758)",SPECIES,ACCEPTED,Animalia,"2489214: Delichon urbicum (Linnaeus, 1758) | 6171973: Delichon urbicum urbicum | 6171974: Delichon urbica urbica"
2490246,"Anthus trivialis (Linnaeus, 1758)",SPECIES,ACCEPTED,Animalia,"2490246: Anthus trivialis (Linnaeus, 1758) | 7342180: Anthus trivialis trivialis"
2490255,"Anthus spinoletta (Linnaeus, 1758)",SPECIES,ACCEPTED,Animalia,"2490255: Anthus spinoletta (Linnaeus, 1758) | 7191896: Anthus spinoletta spinoletta"
2490266,"Anthus pratensis (Linnaeus, 1758)",SPECIES,ACCEPTED,Animalia,"2490266: Anthus pratensis (Linnaeus, 1758) | 5845413: Anthus pratensis pratensis"
2490274,"Anthus campestris (Linnaeus, 1758)",SPECIES,ACCEPTED,Animalia,"2490274: Anthus campestris (Linnaeus, 1758) | 7342223: Anthus campestris campestris"
2490283,"Anthus cervinus (Pallas, 1811)",SPECIES,ACCEPTED,Animalia,"2490283: Anthus cervinus (Pallas, 1811) | 8860710: Anthus cervinus rufogularis C.L.Brehm, 1824"
2490307,"Motacilla citreola Pallas, 1776",SPECIES,ACCEPTED,Animalia,"2490307: Motacilla citreola Pallas, 1776"
2490310,"Motacilla cinerea Tunstall, 1771",SPECIES,ACCEPTED,Animalia,"2490310: Motacilla cinerea Tunstall, 1771 | 6174992: Motacilla cinerea cinerea"
2490604,"Lullula arborea (Linnaeus, 1758)",SPECIES,ACCEPTED,Animalia,"2490604: Lullula arborea (Linnaeus, 1758) | 6087055: Lullula arborea pallida Zarudny, 1902 | 7340500: Lullula arborea arborea"
2490611,"Melanocorypha leucoptera (Pallas, 1811)",SPECIES,ACCEPTED,Animalia,"2490611: Melanocorypha leucoptera (Pallas, 1811)"
2490613,"Melanocorypha calandra (Linnaeus, 1766)",SPECIES,ACCEPTED,Animalia,"2490613: Melanocorypha calandra (Linnaeus, 1766) | 7340762: Melanocorypha calandra calandra"
2490669,"Galerida cristata (Linnaeus, 1758)",SPECIES,ACCEPTED,Animalia,"2490669: Galerida cristata (Linnaeus, 1758) | 6087603: Galerida cristata tenuirostris C.L.Brehm, 1858 | 7340574: Galerida cristata cristata"
2490681,"Calandrella brachydactyla (Leisler, 1814)",SPECIES,ACCEPTED,Animalia,"2490681: Calandrella brachydactyla (Leisler, 1814) | 7340739: Calandrella brachydactyla brachydactyla"
2490719,"Turdus merula Linnaeus, 1758",SPECIES,ACCEPTED,Animalia,"2490719: Turdus merula Linnaeus, 1758 | 6094940: Turdus merula aterrimus (Madarász, 1903) | 6171845: Turdus merula merula"
2490737,"Turdus pilaris Linnaeus, 1758",SPECIES,ACCEPTED,Animalia,"2490737: Turdus pilaris Linnaeus, 1758"
2490774,"Turdus viscivorus Linnaeus, 1758",SPECIES,ACCEPTED,Animalia,"2490774: Turdus viscivorus Linnaeus, 1758 | 7342142: Turdus viscivorus viscivorus"
2490781,"Turdus iliacus Linnaeus, 1758",SPECIES,ACCEPTED,Animalia,"2490781: Turdus iliacus Linnaeus, 1758"
2490955,"Monticola solitarius (Linnaeus, 1758)",SPECIES,ACCEPTED,Animalia,"2490955: Monticola solitarius (Linnaeus, 1758)"
2490956,"Monticola saxatilis (Linnaeus, 1766)",SPECIES,ACCEPTED,Animalia,"2490956: Monticola saxatilis (Linnaeus, 1766)"
2491482,"Emberiza hortulana Linnaeus, 1758",SPECIES,ACCEPTED,Animalia,"2491482: Emberiza hortulana Linnaeus, 1758"
2491498,"Emberiza cia Linnaeus, 1766",SPECIES,ACCEPTED,Animalia,"2491498: Emberiza cia Linnaeus, 1766"
2491534,"Emberiza citrinella Linnaeus, 1758",SPECIES,ACCEPTED,Animalia,"2491534: Emberiza citrinella Linnaeus, 1758 | 6173400: Emberiza citrinella erythrogenys C.L.Brehm, 1855 | 7060464: Emberiza citrinella citrinella"
2491557,"Emberiza schoeniclus (Linnaeus, 1758)",SPECIES,ACCEPTED,Animalia,"2491557: Emberiza schoeniclus (Linnaeus, 1758) | 6173427: Emberiza schoeniclus tschusii Reiser & Almasy, 1898 | 6173433: Emberiza schoeniclus ukrainae (Zarudny, 1917) | 6173435: Emberiza schoeniclus intermedia Degland, 1849 | 7191929: Emberiza schoeniclus schoeniclus"
2492462,"Erithacus rubecula (Linnaeus, 1758)",SPECIES,ACCEPTED,Animalia,"2492462: Erithacus rubecula (Linnaeus, 1758) | 7341423: Erithacus rubecula rubecula"
2492521,"Saxicola rubetra (Linnaeus, 1758)",SPECIES,ACCEPTED,Animalia,"2492521: Saxicola rubetra (Linnaeus, 1758)"
2492542,"Luscinia luscinia (Linnaeus, 1758)",SPECIES,ACCEPTED,Animalia,"2492542: Luscinia luscinia (Linnaeus, 1758) | 7947063: Erithacus luscinia (Linnaeus, 1758)"
2492576,"Muscicapa striata (Pallas, 1764)",SPECIES,ACCEPTED,Animalia,"2492576: Muscicapa striata (Pallas, 1764) | 7341988: Muscicapa striata striata"
2492601,"Ficedula albicollis (Temminck, 1815)",SPECIES,ACCEPTED,Animalia,"2492601: Ficedula albicollis (Temminck, 1815)"
2492605,"Ficedula parva (Bechstein, 1792)",SPECIES,ACCEPTED,Animalia,"2492605: Ficedula parva (Bechstein, 1792) | 7346148: Ficedula parva parva"
2492606,"Ficedula hypoleuca (Pallas, 1764)",SPECIES,ACCEPTED,Animalia,"2492606: Ficedula hypoleuca (Pallas, 1764)"
2492608,"Ficedula semitorquata (Homeyer, 1885)",SPECIES,ACCEPTED,Animalia,"2492608: Ficedula semitorquata (Homeyer, 1885)"
2492854,"Lanius minor Gmelin, 1788",SPECIES,ACCEPTED,Animalia,"2492854: Lanius minor Gmelin, 1788"
2492855,"Lanius nubicus Lichtenstein, 1823",SPECIES,ACCEPTED,Animalia,"2492855: Lanius nubicus Lichtenstein, 1823"
2492867,"Lanius senator Linnaeus, 1758",SPECIES,ACCEPTED,Animalia,"2492867: Lanius senator Linnaeus, 1758 | 7341461: Lanius senator senator"
2492942,"Sylvia borin (Boddaert, 1783)",SPECIES,ACCEPTED,Animalia,"2492942: Sylvia borin (Boddaert, 1783) | 7342076: Sylvia borin borin"
2492943,"Sylvia communis Latham, 1787",SPECIES,ACCEPTED,Animalia,"2492943: Sylvia communis Latham, 1787 | 6093993: Sylvia communis volgensis Domaniewski, 1915 | 7342060: Sylvia communis communis | 10507373: Curruca communis (Latham, 1787)"
2492955,"Sylvia nisoria (Bechstein, 1792)",SPECIES,ACCEPTED,Animalia,"2492955: Sylvia nisoria (Bechstein, 1792) | 7342075: Sylvia nisoria nisoria | 10983621: Curruca nisoria (Bechstein, 1792)"
2492956,"Sylvia atricapilla (Linnaeus, 1758)",SPECIES,ACCEPTED,Animalia,"2492956: Sylvia atricapilla (Linnaeus, 1758) | 7342079: Sylvia atricapilla atricapilla"
2492960,"Sylvia curruca (Linnaeus, 1758)",SPECIES,ACCEPTED,Animalia,"2492960: Sylvia curruca (Linnaeus, 1758) | 7342054: Sylvia curruca curruca | 10478801: Curruca curruca curruca | 11034996: Curruca curruca (Linnaeus, 1758)"
2493012,"Cettia cetti (Temminck, 1820)",SPECIES,ACCEPTED,Animalia,"2493012: Cettia cetti (Temminck, 1820)"
2493052,"Phylloscopus trochilus (Linnaeus, 1758)",SPECIES,ACCEPTED,Animalia,"2493052: Phylloscopus trochilus (Linnaeus, 1758) | 6175259: Phylloscopus trochilus acredula (Linnaeus, 1758)"
2493075,"Phylloscopus fuscatus (Blyth, 1842)",SPECIES,ACCEPTED,Animalia,"2493075: Phylloscopus fuscatus (Blyth, 1842)"
2493084,"Phylloscopus trochiloides (Sundevall, 1837)",SPECIES,ACCEPTED,Animalia,"2493084: Phylloscopus trochiloides (Sundevall, 1837)"
2493091,"Phylloscopus collybita (Vieillot, 1817)",SPECIES,ACCEPTED,Animalia,"2493091: Phylloscopus collybita (Vieillot, 1817) | 6541820: Phylloscopus collybita tristis Blyth, 1843 | 6541835: Phylloscopus collybita abietinus (Nilsson, 1819)"
2493095,"Phylloscopus inornatus (Blyth, 1842)",SPECIES,ACCEPTED,Animalia,"2493095: Phylloscopus inornatus (Blyth, 1842)"
2493118,"Acrocephalus scirpaceus (Hermann, 1804)",SPECIES,ACCEPTED,Animalia,"2493118: Acrocephalus scirpaceus (Hermann, 1804) | 7341266: Acrocephalus scirpaceus scirpaceus"
2493124,"Acrocephalus melanopogon (Temminck, 1823)",SPECIES,ACCEPTED,Animalia,"2493124: Acrocephalus melanopogon (Temminck, 1823) | 7341288: Acrocephalus melanopogon melanopogon"
2493128,"Acrocephalus arundinaceus (Linnaeus, 1758)",SPECIES,ACCEPTED,Animalia,"2493128: Acrocephalus arundinaceus (Linnaeus, 1758) | 7341247: Acrocephalus arundinaceus arundinaceus"
2493129,"Acrocephalus schoenobaenus (Linnaeus, 1758)",SPECIES,ACCEPTED,Animalia,"2493129: Acrocephalus schoenobaenus (Linnaeus, 1758)"
2493136,"Acrocephalus palustris (Bechstein, 1798)",SPECIES,ACCEPTED,Animalia,"2493136: Acrocephalus palustris (Bechstein, 1798)"
2493137,"Acrocephalus agricola (Jerdon, 1845)",SPECIES,ACCEPTED,Animalia,"2493137: Acrocephalus agricola (Jerdon, 1845)"
2493145,"Acrocephalus dumetorum Blyth, 1849",SPECIES,ACCEPTED,Animalia,"2493145: Acrocephalus dumetorum Blyth, 1849"
2493219,"Hippolais olivetorum (Strickland, 1837)",SPECIES,ACCEPTED,Animalia,"2493219: Hippolais olivetorum (Strickland, 1837)"
2493220,"Hippolais icterina (Vieillot, 1817)",SPECIES,ACCEPTED,Animalia,"2493220: Hippolais icterina (Vieillot, 1817)"
2493367,"Panurus biarmicus (Linnaeus, 1758)",SPECIES,ACCEPTED,Animalia,"2493367: Panurus biarmicus (Linnaeus, 1758) | 6089916: Panurus biarmicus russicus (C.L.Brehm, 1831)"
2493548,"Locustella naevia (Boddaert, 1783)",SPECIES,ACCEPTED,Animalia,"2493548: Locustella naevia (Boddaert, 1783) | 7341012: Locustella naevia naevia"
2493549,"Locustella fluviatilis (Wolf, 1810)",SPECIES,ACCEPTED,Animalia,"2493549: Locustella fluviatilis (Wolf, 1810)"
2493551,"Locustella luscinioides (Savi, 1824)",SPECIES,ACCEPTED,Animalia,"2493551: Locustella luscinioides (Savi, 1824) | 7340996: Locustella luscinioides luscinioides"
2494200,"Serinus serinus (Linnaeus, 1766)",SPECIES,ACCEPTED,Animalia,"2494200: Serinus serinus (Linnaeus, 1766)"
2494329,"Coccothraustes coccothraustes (Linnaeus, 1758)",SPECIES,ACCEPTED,Animalia,"2494329: Coccothraustes coccothraustes (Linnaeus, 1758) | 7191718: Coccothraustes coccothraustes coccothraustes"
2494394,"Bucanetes githagineus (M.H.K.Lichtenstein, 1823)",SPECIES,ACCEPTED,Animalia,"6175313: Bucanetes githagineus crassirostris (Blyth, 1847)"
2494422,"Fringilla coelebs Linnaeus, 1758",SPECIES,ACCEPTED,Animalia,"2494422: Fringilla coelebs Linnaeus, 1758 | 9156140: Fringilla coelebs coelebs"
2494441,"Fringilla montifringilla Linnaeus, 1758",SPECIES,ACCEPTED,Animalia,"2494441: Fringilla montifringilla Linnaeus, 1758"
2494459,"Carpodacus erythrinus (Pallas, 1770)",SPECIES,ACCEPTED,Animalia,"2494459: Carpodacus erythrinus (Pallas, 1770)"
2494543,"Pyrrhula pyrrhula (Linnaeus, 1758)",SPECIES,ACCEPTED,Animalia,"2494543: Pyrrhula pyrrhula (Linnaeus, 1758) | 7191719: Pyrrhula pyrrhula pyrrhula"
2494686,"Carduelis carduelis (Linnaeus, 1758)",SPECIES,ACCEPTED,Animalia,"2494686: Carduelis carduelis (Linnaeus, 1758) | 6175354: Carduelis carduelis volgensis Buturlin, 1906 | 6175356: Carduelis carduelis balcanica Sachtleben, 1919 | 7191709: Carduelis carduelis carduelis"
2495000,"Aegithalos caudatus (Linnaeus, 1758)",SPECIES,DOUBTFUL,Animalia,"2495000: Aegithalos caudatus (Linnaeus, 1758) | 5844999: Aegithalos caudatus europaeus (Hermann, 1804) | 7341662: Aegithalos caudatus caudatus"
2495093,"Cinclus cinclus (Linnaeus, 1758)",SPECIES,ACCEPTED,Animalia,"2495093: Cinclus cinclus (Linnaeus, 1758) | 6087113: Cinclus cinclus aquaticus (Bechstein, 1797)"
2495414,"Columba livia J.F.Gmelin, 1789",SPECIES,ACCEPTED,Animalia,"2495414: Columba livia J.F.Gmelin, 1789 | 7191490: Columba livia livia | 9310871: Columba livia f. domestica | 10729360: Columba livia var. domestica J.F.Gmelin, 1789"
2495455,"Columba palumbus Linnaeus, 1758",SPECIES,ACCEPTED,Animalia,"2495455: Columba palumbus Linnaeus, 1758 | 9040795: Columba palumbus palumbus"
2495471,"Columba oenas Linnaeus, 1758",SPECIES,ACCEPTED,Animalia,"2495471: Columba oenas Linnaeus, 1758 | 7191492: Columba oenas oenas"
2495696,"Streptopelia decaocto (Frivaldszky, 1838)",SPECIES,ACCEPTED,Animalia,"2495696: Streptopelia decaocto (Frivaldszky, 1838) | 7191510: Streptopelia decaocto decaocto"
2495708,"Streptopelia turtur (Linnaeus, 1758)",SPECIES,ACCEPTED,Animalia,"2495708: Streptopelia turtur (Linnaeus, 1758) | 7191509: Streptopelia turtur turtur"
2496464,"Clamator glandarius (Linnaeus, 1758)",SPECIES,ACCEPTED,Animalia,"2496464: Clamator glandarius (Linnaeus, 1758)"
2497266,"Athene noctua (Scopoli, 1769)",SPECIES,ACCEPTED,Animalia,"2497266: Athene noctua (Scopoli, 1769) | 6176001: Athene noctua indigena C.L.Brehm, 1855"
2497295,"Asio flammeus (Pontoppidan, 1763)",SPECIES,ACCEPTED,Animalia,"2497295: Asio flammeus (Pontoppidan, 1763) | 7191243: Asio flammeus flammeus"
2497306,"Asio otus (Linnaeus, 1758)",SPECIES,ACCEPTED,Animalia,"2497306: Asio otus (Linnaeus, 1758) | 7191245: Asio otus otus"
2497509,"Strix uralensis Pallas, 1771",SPECIES,ACCEPTED,Animalia,"2497509: Strix uralensis Pallas, 1771 | 6176011: Strix uralensis macroura Wolf, 1810"
2497701,"Otus scops (Linnaeus, 1758)",SPECIES,ACCEPTED,Animalia,"2497701: Otus scops (Linnaeus, 1758) | 7060344: Otus scops scops"
2497921,"Tyto alba (Scopoli, 1769)",SPECIES,ACCEPTED,Animalia,"2497921: Tyto alba (Scopoli, 1769)"
2498009,"Tadorna tadorna (Linnaeus, 1758)",SPECIES,ACCEPTED,Animalia,"2498009: Tadorna tadorna (Linnaeus, 1758)"
2498015,"Tadorna ferruginea (Pallas, 1764)",SPECIES,ACCEPTED,Animalia,"2498015: Tadorna ferruginea (Pallas, 1764)"
2498017,"Anser albifrons (Scopoli, 1769)",SPECIES,ACCEPTED,Animalia,"2498017: Anser albifrons (Scopoli, 1769) | 7191107: Anser albifrons albifrons"
2498026,"Anser erythropus (Linnaeus, 1758)",SPECIES,ACCEPTED,Animalia,"2498026: Anser erythropus (Linnaeus, 1758)"
2498034,"Anser cygnoides (Linnaeus, 1758)",SPECIES,ACCEPTED,Animalia,"2498034: Anser cygnoides (Linnaeus, 1758)"
2498035,"Anser indicus (Latham, 1790)",SPECIES,ACCEPTED,Animalia,"2498035: Anser indicus (Latham, 1790)"
2498036,"Anser anser (Linnaeus, 1758)",SPECIES,ACCEPTED,Animalia,"2498036: Anser anser (Linnaeus, 1758) | 6178331: Anser anser rubrirostris Swinhoe, 1871 | 7061271: Anser anser anser | 9384117: Anser anser f. domesticus"
2498083,"Anas querquedula Linnaeus, 1758",SPECIES,ACCEPTED,Animalia,"2498083: Anas querquedula Linnaeus, 1758 | 9274012: Spatula querquedula (Linnaeus, 1758)"
2498089,"Anas clypeata Linnaeus, 1758",SPECIES,ACCEPTED,Animalia,"8332393: Spatula clypeata (Linnaeus, 1758)"
2498111,"Anas penelope Linnaeus, 1758",SPECIES,ACCEPTED,Animalia,"8000602: Mareca penelope (Linnaeus, 1758)"
2498112,"Anas acuta Linnaeus, 1758",SPECIES,ACCEPTED,Animalia,"2498112: Anas acuta Linnaeus, 1758"
2498151,"Anas strepera Linnaeus, 1758",SPECIES,ACCEPTED,Animalia,"2498151: Anas strepera Linnaeus, 1758 | 9362027: Mareca strepera (Linnaeus, 1758) | 9478515: Mareca strepera strepera"
2498165,"Chen caerulescens (Linnaeus, 1758)",SPECIES,ACCEPTED,Animalia,"2498167: Anser caerulescens (Linnaeus, 1758)"
2498180,"Netta rufina (Pallas, 1773)",SPECIES,ACCEPTED,Animalia,"2498180: Netta rufina (Pallas, 1773)"
2498238,"Melanitta fusca (Linnaeus, 1758)",SPECIES,ACCEPTED,Animalia,"2498238: Melanitta fusca (Linnaeus, 1758)"
2498247,"Melanitta nigra (Linnaeus, 1758)",SPECIES,ACCEPTED,Animalia,"2498247: Melanitta nigra (Linnaeus, 1758)"
2498252,"Alopochen aegyptiaca (Linnaeus, 1766)",SPECIES,ACCEPTED,Animalia,"2498252: Alopochen aegyptiaca (Linnaeus, 1766)"
2498255,"Aythya ferina (Linnaeus, 1758)",SPECIES,ACCEPTED,Animalia,"2498255: Aythya ferina (Linnaeus, 1758)"
2498259,"Aythya nyroca (Guldenstadt, 1770)",SPECIES,ACCEPTED,Animalia,"2498259: Aythya nyroca (Guldenstadt, 1770)"
2498261,"Aythya fuligula (Linnaeus, 1758)",SPECIES,ACCEPTED,Animalia,"2498261: Aythya fuligula (Linnaeus, 1758)"
2498265,"Aythya marila (Linnaeus, 1761)",SPECIES,ACCEPTED,Animalia,"2498265: Aythya marila (Linnaeus, 1761)"
2498273,"Clangula hyemalis (Linnaeus, 1758)",SPECIES,ACCEPTED,Animalia,"2498273: Clangula hyemalis (Linnaeus, 1758)"
2498285,"Mergellus albellus (Linnaeus, 1758)",SPECIES,ACCEPTED,Animalia,"2498285: Mergellus albellus (Linnaeus, 1758)"
2498302,"Oxyura leucocephala (Scopoli, 1769)",SPECIES,ACCEPTED,Animalia,"2498302: Oxyura leucocephala (Scopoli, 1769)"
2498326,"Bucephala clangula (Linnaeus, 1758)",SPECIES,ACCEPTED,Animalia,"2498326: Bucephala clangula (Linnaeus, 1758)"
2498338,"Cygnus columbianus (Ord, 1815)",SPECIES,ACCEPTED,Animalia,"2498338: Cygnus columbianus (Ord, 1815) | 6178421: Cygnus columbianus bewickii Yarrell, 1830"
2498343,"Cygnus olor (Gmelin, 1789)",SPECIES,ACCEPTED,Animalia,"2498343: Cygnus olor (Gmelin, 1789)"
2498344,"Cygnus atratus (Latham, 1790)",SPECIES,ACCEPTED,Animalia,"2498344: Cygnus atratus (Latham, 1790)"
2498347,"Cygnus cygnus (Linnaeus, 1758)",SPECIES,ACCEPTED,Animalia,"2498347: Cygnus cygnus (Linnaeus, 1758)"
2498352,"Somateria mollissima (Linnaeus, 1758)",SPECIES,ACCEPTED,Animalia,"2498352: Somateria mollissima (Linnaeus, 1758)"
2498375,"Mergus serrator Linnaeus, 1758",SPECIES,ACCEPTED,Animalia,"2498375: Mergus serrator Linnaeus, 1758"
2498387,"Aix sponsa (Linnaeus, 1758)",SPECIES,ACCEPTED,Animalia,"2498387: Aix sponsa (Linnaeus, 1758)"
2498388,"Aix galericulata (Linnaeus, 1758)",SPECIES,ACCEPTED,Animalia,"2498388: Aix galericulata (Linnaeus, 1758)"
2498390,"Marmaronetta angustirostris (Ménétries, 1832)",SPECIES,ACCEPTED,Animalia,"2498390: Marmaronetta angustirostris (Ménétries, 1832)"
2498415,"Upupa epops Linnaeus, 1758",SPECIES,ACCEPTED,Animalia,"2498415: Upupa epops Linnaeus, 1758 | 7190980: Upupa epops epops"
2501136,"Pleurobrachia pileus (O.F.Müller, 1776)",SPECIES,ACCEPTED,Animalia,"2501136: Pleurobrachia pileus (O.F.Müller, 1776)"
2501592,"Prognathorhynchus karlingi Ax, 1953",SPECIES,ACCEPTED,Animalia,"2501592: Prognathorhynchus karlingi Ax, 1953"
2501742,"Gyratrix hermaphroditus Ehrenberg, 1831",SPECIES,ACCEPTED,Animalia,"2501742: Gyratrix hermaphroditus Ehrenberg, 1831"
