speciesKey,scientificName,rank,taxonomicStatus,kingdom,includes
3797084,Alkekengi officinarum Moench,SPECIES,ACCEPTED,Plantae,3797084: Alkekengi officinarum Moench
3802655,Atropa belladonna L.,SPECIES,ACCEPTED,Plantae,3802655: Atropa belladonna L.
3807328,Cerastium transsilvanicum Schur,SPECIES,ACCEPTED,Plantae,3807328: Cerastium transsilvanicum Schur
3808113,Dianthus spiculifolius Schur,SPECIES,ACCEPTED,Plantae,3808113: Dianthus spiculifolius Schur
3810296,Dianthus nardiformis Janka,SPECIES,ACCEPTED,Plantae,3810296: Dianthus nardiformis Janka
3810300,Moehringia pendula (Waldst. & Kit.) Fenzl,SPECIES,ACCEPTED,Plantae,3810300: Moehringia pendula (Waldst. & Kit.) Fenzl
3810415,Moehringia jankae Griseb. ex Janka,SPECIES,ACCEPTED,Plantae,3810415: Moehringia jankae Griseb. ex Janka
3810494,Moehringia grisebachii Janka,SPECIES,ACCEPTED,Plantae,3810494: Moehringia grisebachii Janka
3810837,Dianthus marisensis Simonk.,SPECIES,ACCEPTED,Plantae,3810837: Dianthus marisensis Simonk.
3811201,Dianthus leptopetalus Willd.,SPECIES,ACCEPTED,Plantae,3811201: Dianthus leptopetalus Willd.
3812029,Dianthus henteri Heuff. ex Griseb. & Schenk,SPECIES,ACCEPTED,Plantae,3812029: Dianthus henteri Heuff. ex Griseb. & Schenk
3812146,Dianthus guttatus M.Bieb.,SPECIES,ACCEPTED,Plantae,3812146: Dianthus guttatus M.Bieb.
3812573,Saponaria glutinosa M.Bieb.,SPECIES,ACCEPTED,Plantae,3812573: Saponaria glutinosa M.Bieb.
3812815,Saponaria bellidifolia Sm.,SPECIES,ACCEPTED,Plantae,3812815: Saponaria bellidifolia Sm.
3813245,Dianthus cretaceus Adams,SPECIES,ACCEPTED,Plantae,8227853: Dianthus petraeus M.Bieb.
3813673,Viscaria nivalis (Kit.) Simonk.,SPECIES,ACCEPTED,Plantae,3813673: Viscaria nivalis (Kit.) Simonk. | 5585836: Silene nivalis (Kit.) Rohrb.
3814055,Dianthus callizonus Schott & Kotschy,SPECIES,ACCEPTED,Plantae,3814055: Dianthus callizonus Schott & Kotschy
3815003,Eremogone biebersteinii (Schltdl.) Holub,SPECIES,ACCEPTED,Plantae,3810220: Alsine arduinei Fenzl
3815007,Bufonia parviflora Griseb.,SPECIES,ACCEPTED,Plantae,3815007: Bufonia parviflora Griseb.
3831218,Citrus ×microcarpa Bunge,SPECIES,ACCEPTED,Plantae,3831218: Citrus ×microcarpa Bunge
3840575,Comastoma tenellum (Rottb.) Toyok.,SPECIES,ACCEPTED,Plantae,3840575: Comastoma tenellum (Rottb.) Toyok. | 3844418: Gentiana glacialis Vill.
3843729,Gentianella caucasea (Lodd. ex Sims) Holub,SPECIES,ACCEPTED,Plantae,7852311: Gentiana caucasica M.Bieb.
3882467,Satureja coerulea Janka,SPECIES,ACCEPTED,Plantae,3882467: Satureja coerulea Janka
3883897,Clinopodium menthifolium (Host) Stace,SPECIES,ACCEPTED,Plantae,5341293: Calamintha sylvatica Bromf.
3884879,Phlomoides tuberosa (L.) Moench,SPECIES,ACCEPTED,Plantae,2927451: Phlomis tuberosa L. | 3884879: Phlomoides tuberosa (L.) Moench
3885935,Clinopodium pulegium (Rochel) Bräuchler,SPECIES,ACCEPTED,Plantae,5606143: Micromeria pulegium (Rochel) Benth. | 5610829: Melissa pulegium Rochel
3887764,Teucrium polium L.,SPECIES,ACCEPTED,Plantae,3887764: Teucrium polium L.
3892732,Lamium orvala L.,SPECIES,ACCEPTED,Plantae,3892732: Lamium orvala L.
3899894,Salvia ×hybrida Schur,SPECIES,ACCEPTED,Plantae,3899894: Salvia ×hybrida Schur
3902835,Salvia austriaca Jacq.,SPECIES,ACCEPTED,Plantae,3902835: Salvia austriaca Jacq.
3903269,Dracocephalum austriacum L.,SPECIES,ACCEPTED,Plantae,3903269: Dracocephalum austriacum L.
3905380,Satureja kitaibelii Wierzb. ex Heuff.,SPECIES,ACCEPTED,Plantae,3905380: Satureja kitaibelii Wierzb. ex Heuff. | 8628416: Satureja kitaibelii Wierzb.
3905970,Marrubium peregrinum L.,SPECIES,ACCEPTED,Plantae,3905970: Marrubium peregrinum L.
3916466,Reseda inodora Rchb.,SPECIES,ACCEPTED,Plantae,3916466: Reseda inodora Rchb.
3920985,Myosurus australis F.Muell.,SPECIES,ACCEPTED,Plantae,3920985: Myosurus australis F.Muell.
3921456,Ranunculus villarsii DC.,SPECIES,ACCEPTED,Plantae,3921456: Ranunculus villarsii DC.
3921904,Ranunculus carpaticus Herbich,SPECIES,ACCEPTED,Plantae,3921904: Ranunculus carpaticus Herbich | 3930794: Ranunculus dentatus (Baumg.) Freyn
3922826,Aconitum ×nanum (Baumg.) Simonk.,SPECIES,ACCEPTED,Plantae,3922826: Aconitum ×nanum (Baumg.) Simonk.
3922862,Ranunculus breyninus Crantz,SPECIES,ACCEPTED,Plantae,3922862: Ranunculus breyninus Crantz | 7943814: Ranunculus oreophilus M.Bieb.
3922888,Anemone sylvestris L.,SPECIES,ACCEPTED,Plantae,"3922888: Anemone sylvestris L. | 3923861: Anemonoides sylvestris (L.) Galasso, Banfi & Soldano"
3924597,Aconitum hosteanum Schur,SPECIES,ACCEPTED,Plantae,8062401: Aconitum moldavicum subsp. hosteanum (Schur) Graebn. & P.Graebn.
3926532,Ranunculus rionii Lagger,SPECIES,ACCEPTED,Plantae,3926532: Ranunculus rionii Lagger
3927319,Callianthemum coriandrifolium Rchb.,SPECIES,ACCEPTED,Plantae,3927319: Callianthemum coriandrifolium Rchb.
3927551,Delphinium triste Fisch. ex DC.,SPECIES,ACCEPTED,Plantae,3927551: Delphinium triste Fisch. ex DC.
3928139,Ranunculus aconitifolius L.,SPECIES,ACCEPTED,Plantae,3928139: Ranunculus aconitifolius L.
3928928,Ranunculus platanifolius L.,SPECIES,ACCEPTED,Plantae,3928928: Ranunculus platanifolius L.
3929546,Aquilegia transsilvanica Schur,SPECIES,ACCEPTED,Plantae,3929546: Aquilegia transsilvanica Schur
3930749,Thalictrum arpadinum Borbás,SPECIES,ACCEPTED,Plantae,3930749: Thalictrum arpadinum Borbás
3931003,Ranunculus ophioglossifolius Vill.,SPECIES,ACCEPTED,Plantae,3931003: Ranunculus ophioglossifolius Vill.
3940423,Malva thuringiaca (L.) Vis.,SPECIES,ACCEPTED,Plantae,3152771: Lavatera thuringiaca L. | 3940423: Malva thuringiaca (L.) Vis.
3973001,Vicia lens (L.) Coss. & Germ.,SPECIES,ACCEPTED,Plantae,3909337: Lens esculenta Moench
3973636,Vicia dalmatica A.Kern.,SPECIES,ACCEPTED,Plantae,3971572: Vicia tenuifolia subsp. dalmatica (A.Kern.) Greuter
3990830,Huperzia suberecta (Lowe) Tardieu,SPECIES,ACCEPTED,Plantae,3990830: Huperzia suberecta (Lowe) Tardieu
3992189,Spinulum annotinum (L.) A.Haines,SPECIES,ACCEPTED,Plantae,2688369: Lycopodium annotinum L.
4005274,Soldanella hungarica Simonk.,SPECIES,ACCEPTED,Plantae,4005274: Soldanella hungarica Simonk.
4006551,Hottonia palustris L.,SPECIES,ACCEPTED,Plantae,4006551: Hottonia palustris L.
4016963,Cystopteris sudetica A.Braun & Milde,SPECIES,ACCEPTED,Plantae,4016963: Cystopteris sudetica A.Braun & Milde
4017779,Pseudathyrium alpestre (Hoppe) Newman,SPECIES,ACCEPTED,Plantae,5275045: Athyrium distentifolium Tausch ex Opiz
4036197,Persicaria decipiens (R.Br.) K.L.Wilson,SPECIES,ACCEPTED,Plantae,4036197: Persicaria decipiens (R.Br.) K.L.Wilson
4036585,Rumex sagittatus Thunb.,SPECIES,ACCEPTED,Plantae,4036585: Rumex sagittatus Thunb.
4037603,Rumex palustris Sm.,SPECIES,ACCEPTED,Plantae,4037603: Rumex palustris Sm.
4038485,Reynoutria ×bohemica Chrtek & Chrtková,SPECIES,ACCEPTED,Plantae,4038485: Reynoutria ×bohemica Chrtek & Chrtková
4044517,Polystichum setiferum (Forssk.) Moore ex Woyn.,SPECIES,ACCEPTED,Plantae,4044517: Polystichum setiferum (Forssk.) Moore ex Woyn.
4046487,Polystichum ×luerssenii (Dörfl.) Hahne,SPECIES,ACCEPTED,Plantae,4046487: Polystichum ×luerssenii (Dörfl.) Hahne
4048591,Linum hologynum Rchb.,SPECIES,ACCEPTED,Plantae,4048591: Linum hologynum Rchb.
4048670,Linum album Kotschy ex Boiss.,SPECIES,ACCEPTED,Plantae,4048670: Linum album Kotschy ex Boiss.
4048974,Linum trinervium Freyn,SPECIES,ACCEPTED,Plantae,4048974: Linum trinervium Freyn
4051803,Polygala amara L.,SPECIES,ACCEPTED,Plantae,4051803: Polygala amara L.
4060810,Nonea atra Griseb.,SPECIES,ACCEPTED,Plantae,4060810: Nonea atra Griseb.
4063280,Cynoglossum montanum L.,SPECIES,ACCEPTED,Plantae,4063280: Cynoglossum montanum L.
4063960,Aegonychon purpurocaeruleum (L.) Holub,SPECIES,ACCEPTED,Plantae,4063960: Aegonychon purpurocaeruleum (L.) Holub
4067104,Onosma visianii Clementi,SPECIES,ACCEPTED,Plantae,4067104: Onosma visianii Clementi
4067440,Symphytum cordatum Waldst. & Kit.,SPECIES,ACCEPTED,Plantae,4067440: Symphytum cordatum Waldst. & Kit.
4089276,Limonium gmelinii (Willd.) Kuntze,SPECIES,ACCEPTED,Plantae,4089276: Limonium gmelinii (Willd.) Kuntze
4090205,Limonium bellidifolium (Gouan) Dumort.,SPECIES,ACCEPTED,Plantae,4090205: Limonium bellidifolium (Gouan) Dumort.
4095539,Valerianella rimosa Bastard,SPECIES,ACCEPTED,Plantae,4095539: Valerianella rimosa Bastard
4095627,Valeriana simplicifolia (Rchb.) Kabath,SPECIES,ACCEPTED,Plantae,4095627: Valeriana simplicifolia (Rchb.) Kabath | 8153721: Valeriana dioica subsp. simplicifolia (Rchb.) Nyman
4097481,Spirodela polyrhiza (L.) Schleid.,SPECIES,ACCEPTED,Plantae,4097481: Spirodela polyrhiza (L.) Schleid.
4102733,Dipsacus pilosus L.,SPECIES,ACCEPTED,Plantae,4102733: Dipsacus pilosus L.
4102834,Scabiosa canescens Waldst. & Kit.,SPECIES,ACCEPTED,Plantae,4102834: Scabiosa canescens Waldst. & Kit.
4102952,Knautia macedonica Griseb.,SPECIES,ACCEPTED,Plantae,4102952: Knautia macedonica Griseb.
4103136,Lomelosia micrantha (Desf.) Greuter & Burdet,SPECIES,ACCEPTED,Plantae,7301092: Scabiosa micrantha Desf.
4103441,Lomelosia argentea (L.) Greuter & Burdet,SPECIES,ACCEPTED,Plantae,4103339: Scabiosa argentea L.
4104035,Cephalaria radiata Griseb. & Schenk,SPECIES,ACCEPTED,Plantae,4104035: Cephalaria radiata Griseb. & Schenk
4104489,Elymus violaceus (Hornem.) J.Feilberg,SPECIES,ACCEPTED,Plantae,5290270: Elymus trachycaulus (Link) Gould ex Shinners
4105780,Glyceria notata Chevall.,SPECIES,ACCEPTED,Plantae,2705500: Glyceria plicata (Fr.) Fr. | 4105780: Glyceria notata Chevall.
4105847,Glyceria nemoralis (R.Uechtr.) R.Uechtr. & Koern.,SPECIES,ACCEPTED,Plantae,4105847: Glyceria nemoralis (R.Uechtr.) R.Uechtr. & Koern.
4106690,Calamagrostis villosa (Chaix) J.F.Gmel.,SPECIES,ACCEPTED,Plantae,4106690: Calamagrostis villosa (Chaix) J.F.Gmel.
4107443,Elymus panormitanus (Parl.) Tzvelev,SPECIES,ACCEPTED,Plantae,4107443: Elymus panormitanus (Parl.) Tzvelev | 5948116: Agropyron petraeum Vis. & Pancic
4107873,Poa ursina Velen.,SPECIES,ACCEPTED,Plantae,4117672: Poa media Schur
4108217,Calamagrostis pseudophragmites (Haller f.) Koeler,SPECIES,ACCEPTED,Plantae,4108217: Calamagrostis pseudophragmites (Haller f.) Koeler
4108861,Calamagrostis canescens (Weber) Roth,SPECIES,ACCEPTED,Plantae,4108861: Calamagrostis canescens (Weber) Roth
4109084,Calamagrostis arundinacea (L.) Roth,SPECIES,ACCEPTED,Plantae,4109084: Calamagrostis arundinacea (L.) Roth
4109815,Bromus riparius Rehmann,SPECIES,ACCEPTED,Plantae,4109815: Bromus riparius Rehmann | 4118716: Bromus barcensis Simonk. | 4150298: Bromus transsilvanicus Schur
4110126,Poa stiriaca Fritsch & Hayek,SPECIES,ACCEPTED,Plantae,4110126: Poa stiriaca Fritsch & Hayek
4110777,Festuca xanthina Roem. & Schult.,SPECIES,ACCEPTED,Plantae,4110777: Festuca xanthina Roem. & Schult.
4111391,Festuca versicolor Tausch,SPECIES,ACCEPTED,Plantae,4111391: Festuca versicolor Tausch | 6085148: Festuca versicolor subsp. versicolor
4111486,Festuca varia Haenke,SPECIES,ACCEPTED,Plantae,4111486: Festuca varia Haenke
4111772,Festuca vaginata Waldst. & Kit. ex Willd.,SPECIES,ACCEPTED,Plantae,4111772: Festuca vaginata Waldst. & Kit. ex Willd.
4111886,Trisetum macrotrichum Hack.,SPECIES,ACCEPTED,Plantae,4111886: Trisetum macrotrichum Hack.
4113725,Festuca amethystina L.,SPECIES,ACCEPTED,Plantae,4113725: Festuca amethystina L.
4114274,Trisetum alpestre (Host) P.Beauv.,SPECIES,ACCEPTED,Plantae,4114274: Trisetum alpestre (Host) P.Beauv.
4114491,Festuca saxatilis Schur,SPECIES,ACCEPTED,Plantae,6312887: Festuca rupicola subsp. saxatilis (Schur) Rauschert
4114708,Festuca rupicola Heuff.,SPECIES,ACCEPTED,Plantae,4114708: Festuca rupicola Heuff.
4115446,Poa pannonica A.Kern.,SPECIES,ACCEPTED,Plantae,8481689: Poa scabra Kit.
4116392,Melica uniflora Retz.,SPECIES,ACCEPTED,Plantae,4116392: Melica uniflora Retz.
4116601,Festuca pulchra Schur,SPECIES,ACCEPTED,Plantae,4116693: Festuca pseudovina Hack. ex Wiesb.
4116851,Festuca pseudodalmatica Krajina,SPECIES,ACCEPTED,Plantae,4116851: Festuca pseudodalmatica Krajina
4116914,Melica picta K.Koch,SPECIES,ACCEPTED,Plantae,4116914: Melica picta K.Koch
4117518,Festuca picturata Pils,SPECIES,ACCEPTED,Plantae,4117518: Festuca picturata Pils
4118934,Sesleria rigida Heuff. ex Rchb.,SPECIES,ACCEPTED,Plantae,4118934: Sesleria rigida Heuff. ex Rchb. | 7324897: Sesleria rigida f. rigida
4118973,Melica nutans L.,SPECIES,ACCEPTED,Plantae,4118973: Melica nutans L.
4119290,Sesleria heufleriana Schur,SPECIES,ACCEPTED,Plantae,4119290: Sesleria heufleriana Schur
4119380,Sesleria filifolia Hoppe,SPECIES,ACCEPTED,Plantae,4119380: Sesleria filifolia Hoppe
4119531,Sesleria coerulans Friv.,SPECIES,ACCEPTED,Plantae,4119531: Sesleria coerulans Friv.
4119539,Festuca nitida Kit.,SPECIES,ACCEPTED,Plantae,4119539: Festuca nitida Kit.
4119608,Sesleria caerulea (L.) Ard.,SPECIES,ACCEPTED,Plantae,4119608: Sesleria caerulea (L.) Ard. | 4119660: Sesleria barcensis Simonk.
4119647,Sesleria bielzii Schur,SPECIES,ACCEPTED,Plantae,4119647: Sesleria bielzii Schur
4121637,Poa granitica Braun-Blanq.,SPECIES,ACCEPTED,Plantae,5947645: Poa granitica subsp. disparillis Nyár.
4125291,Melica transsilvanica Schur,SPECIES,ACCEPTED,Plantae,4125290: Melica transsilvanica subsp. klokovii Tzvelev | 4125291: Melica transsilvanica Schur
4125808,Thinopyrum elongatum (Host) D.R.Dewey,SPECIES,ACCEPTED,Plantae,5289897: Elymus elongatus (Host) Runemark
4126785,Festuca carpatica F.Dietr.,SPECIES,ACCEPTED,Plantae,4126785: Festuca carpatica F.Dietr.
4126961,Festuca callieri (Hack. ex St.-Yves) Markgr.,SPECIES,ACCEPTED,Plantae,4126961: Festuca callieri (Hack. ex St.-Yves) Markgr.
4127566,Poa badensis Haenke ex Willd.,SPECIES,ACCEPTED,Plantae,4127566: Poa badensis Haenke ex Willd.
4127831,Stipa pennata L.,SPECIES,ACCEPTED,Plantae,4127831: Stipa pennata L. | 4144157: Stipa borysthenica Klokov ex Prokudin | 6432155: Stipa pennata subsp. pennata
4128981,Danthonia alpina Vest,SPECIES,ACCEPTED,Plantae,4147938: Danthonia provincialis DC.
4129208,Festuca altissima All.,SPECIES,ACCEPTED,Plantae,4129208: Festuca altissima All. | 7478994: Festuca silvatica (Pollich) Vill.
4131935,Stipa tirsa Steven,SPECIES,ACCEPTED,Plantae,4131935: Stipa tirsa Steven
4133331,Anthoxanthum repens (Host) Veldkamp,SPECIES,ACCEPTED,Plantae,4133331: Anthoxanthum repens (Host) Veldkamp | 6084767: Hierochloe repens (Host) Simonk.
4133640,Anthoxanthum nipponicum Honda,SPECIES,ACCEPTED,Plantae,8141701: Anthoxanthum alpinum Á.Löve & D.Löve
4134120,Anthoxanthum australe (Schrad.) Veldkamp,SPECIES,ACCEPTED,Plantae,4123183: Hierochloe australis (Schrad.) Roem. & Schult.
4134251,Stipa pulcherrima K.Koch,SPECIES,ACCEPTED,Plantae,4134251: Stipa pulcherrima K.Koch | 4134308: Stipa pulcherrima subsp. epilosa (Martinovský) Tzvelev
4136390,Aeluropus littoralis (Gouan) Parl.,SPECIES,ACCEPTED,Plantae,4136390: Aeluropus littoralis (Gouan) Parl.
4137228,Poa cenisia All.,SPECIES,ACCEPTED,Plantae,5947574: Poa cenisia subsp. contracta Nyár.
4138113,Stipa lessingiana Trin. & Rupr.,SPECIES,ACCEPTED,Plantae,4138113: Stipa lessingiana Trin. & Rupr.
4138673,Koeleria brevis Steven,SPECIES,ACCEPTED,Plantae,4138673: Koeleria brevis Steven
4139238,Phleum phleoides (L.) H.Karst.,SPECIES,ACCEPTED,Plantae,4139238: Phleum phleoides (L.) H.Karst.
4139345,Zingeria pisidica (Boiss.) Tutin,SPECIES,ACCEPTED,Plantae,4118446: Agrostis pisidica Boiss.
4139446,Phleum montanum K.Koch,SPECIES,ACCEPTED,Plantae,4139006: Phleum serrulatum Boiss. | 4139446: Phleum montanum K.Koch | 4140056: Phleum collinum Schur
4142168,Stipa dasyphylla (Lindem.) Czern. ex Trautv.,SPECIES,ACCEPTED,Plantae,4142168: Stipa dasyphylla (Lindem.) Czern. ex Trautv.
4142326,Achnatherum calamagrostis (L.) P.Beauv.,SPECIES,ACCEPTED,Plantae,4143701: Stipa calamagrostis (L.) Wahlenb.
4142958,Oreochloa disticha (Wulfen) Link,SPECIES,ACCEPTED,Plantae,4142958: Oreochloa disticha (Wulfen) Link
4143519,Stipa capillata L.,SPECIES,ACCEPTED,Plantae,4143519: Stipa capillata L.
4144085,Bromus benekenii (Lange) Trimen,SPECIES,ACCEPTED,Plantae,4144085: Bromus benekenii (Lange) Trimen
4148453,Puccinellia frigida (Phil.) I.M.Johnst.,SPECIES,ACCEPTED,Plantae,7842451: Poa pumila Phil.
4148572,Puccinellia festuciformis (Host) Parl.,SPECIES,ACCEPTED,Plantae,4148572: Puccinellia festuciformis (Host) Parl.
4148754,Puccinellia dolicholepis (V.I.Krecz.) Pavlov,SPECIES,ACCEPTED,Plantae,8335484: Puccinellia convoluta var. pseudobulbosa Nyár.
4149465,Avenella flexuosa (L.) Drejer,SPECIES,ACCEPTED,Plantae,2703179: Deschampsia flexuosa (L.) Trin.
4153075,Helictotrichon desertorum (Less.) Pilg.,SPECIES,ACCEPTED,Plantae,7839275: Avena besseri Griseb.
4153103,Helictotrichon decorum (Janka) Henrard,SPECIES,ACCEPTED,Plantae,4153103: Helictotrichon decorum (Janka) Henrard | 4154352: Avena decora Janka
4156129,Plantago schwarzenbergiana Schur,SPECIES,ACCEPTED,Plantae,4156129: Plantago schwarzenbergiana Schur
4196481,Azolla rubra R.Br.,SPECIES,ACCEPTED,Plantae,4196481: Azolla rubra R.Br.
4201607,Phedimus spurius (M.Bieb.) 't Hart,SPECIES,ACCEPTED,Plantae,4201607: Phedimus spurius (M.Bieb.) 't Hart
4205990,Centaurea ×beskidiana J.Wagner & Margittai,SPECIES,ACCEPTED,Plantae,4205990: Centaurea ×beskidiana J.Wagner & Margittai
4206058,Centaurea ×beckeriana J.Wagner,SPECIES,ACCEPTED,Plantae,4206058: Centaurea ×beckeriana J.Wagner
4206235,Centaurea ×austriacoides Wol.,SPECIES,ACCEPTED,Plantae,4206235: Centaurea ×austriacoides Wol.
4215592,Senecio transylvanicus Boiss.,SPECIES,ACCEPTED,Plantae,6077101: Senecio doronicum subsp. transylvanicus (Boiss.) Nyman
4221994,Erechtites hieraciifolia (L.) Raf. ex DC.,SPECIES,ACCEPTED,Plantae,4221994: Erechtites hieraciifolia (L.) Raf. ex DC.
4226043,Hieracium cruentifolium Dahlst. & Lübeck ex Dahlst.,SPECIES,ACCEPTED,Plantae,10667575: Hieracium vulgatum Fr.
4229609,Artemisia eriantha Ten.,SPECIES,ACCEPTED,Plantae,4229609: Artemisia eriantha Ten. | 9796371: Artemisia umbelliformis subsp. eriantha (Ten.) Vallès-Xirau & Oliva Brañas
4231892,Hieracium borsanum Mráz,SPECIES,ACCEPTED,Plantae,4231892: Hieracium borsanum Mráz
4238731,Hieracium transylvanicum Heuff.,SPECIES,ACCEPTED,Plantae,4238731: Hieracium transylvanicum Heuff.
4245384,Crepis setosa Hallier fil.,SPECIES,ACCEPTED,Plantae,4245384: Crepis setosa Hallier fil.
4246548,Centaurea wagneri Gugler,SPECIES,ACCEPTED,Plantae,4246548: Centaurea wagneri Gugler
4247224,Centaurea ×thaiszii J.Wagner,SPECIES,ACCEPTED,Plantae,4247224: Centaurea ×thaiszii J.Wagner
4247378,Hieracium rauzense Murr,SPECIES,ACCEPTED,Plantae,4247378: Hieracium rauzense Murr
4247394,Centaurea szoelloesii J.Wagner,SPECIES,ACCEPTED,Plantae,4247394: Centaurea szoelloesii J.Wagner
4248296,Centaurea ×semiaustriaca Nyár.,SPECIES,ACCEPTED,Plantae,4248296: Centaurea ×semiaustriaca Nyár.
4249510,Centaurea ×pseudopannonica J.Wagner,SPECIES,ACCEPTED,Plantae,4249510: Centaurea ×pseudopannonica J.Wagner
4249780,Centaurea ×plecskensis Nyár.,SPECIES,ACCEPTED,Plantae,4249780: Centaurea ×plecskensis Nyár.
4250610,Centaurea ×nyaradyana J.Wagner,SPECIES,ACCEPTED,Plantae,4250610: Centaurea ×nyaradyana J.Wagner
4251890,Centaurea ×landoziana Nyár.,SPECIES,ACCEPTED,Plantae,4251890: Centaurea ×landoziana Nyár.
4253105,Centaurea ×gusuleacii Prodan,SPECIES,ACCEPTED,Plantae,4253105: Centaurea ×gusuleacii Prodan
4253178,Hieracium paxianum Nyár. & Zahn,SPECIES,ACCEPTED,Plantae,4253178: Hieracium paxianum Nyár. & Zahn
4253832,Centaurea ×extranea Beck ex Gugler,SPECIES,ACCEPTED,Plantae,4253832: Centaurea ×extranea Beck ex Gugler
4254417,Centaurea ×devensis J.Wagner,SPECIES,ACCEPTED,Plantae,4254417: Centaurea ×devensis J.Wagner
4259350,Tilia tomentosa Moench,SPECIES,ACCEPTED,Plantae,4259350: Tilia tomentosa Moench
4261336,Tilia ×juranyiana Simonk.,SPECIES,ACCEPTED,Plantae,4261336: Tilia ×juranyiana Simonk.
4264680,"Myocastor coypus (Molina, 1782)",SPECIES,ACCEPTED,Animalia,"4264680: Myocastor coypus (Molina, 1782)"
4264696,"Spalax leucodon Nordmann, 1840",SPECIES,ACCEPTED,Animalia,"2438247: Nannospalax leucodon (Nordmann, 1840)"
4265013,"Microtus levis Miller, 1908",SPECIES,ACCEPTED,Animalia,"4265013: Microtus levis Miller, 1908"
4265185,"Arvicola amphibius (Linnaeus, 1758)",SPECIES,ACCEPTED,Animalia,"2438491: Arvicola terrestris (Linnaeus, 1758) | 4265185: Arvicola amphibius (Linnaeus, 1758)"
4265186,"Arvicola scherman (Shaw, 1801)",SPECIES,ACCEPTED,Animalia,"4265186: Arvicola scherman (Shaw, 1801)"
4277463,Nardia scalaris Gray,SPECIES,ACCEPTED,Plantae,4277463: Nardia scalaris Gray
4277590,Riccardia palmata (Hedw.) Carruth.,SPECIES,ACCEPTED,Plantae,4277590: Riccardia palmata (Hedw.) Carruth.
4277629,Riccardia incurvata Lindb.,SPECIES,ACCEPTED,Plantae,4277629: Riccardia incurvata Lindb.
4277778,Phaeoceros carolinianus (Michx.) Prosk.,SPECIES,ACCEPTED,Plantae,4277792: Anthoceros moldavicus Tarn.
4279330,Breidleria pratensis (W.D.J.Koch ex Spruce) Loeske,SPECIES,ACCEPTED,Plantae,4279330: Breidleria pratensis (W.D.J.Koch ex Spruce) Loeske
4279429,Thuidium abietinum (Hedw.) Schimp.,SPECIES,ACCEPTED,Plantae,4279429: Thuidium abietinum (Hedw.) Schimp.
4279903,Campylium stellatum (Hedw.) C.E.O.Jensen,SPECIES,ACCEPTED,Plantae,4279903: Campylium stellatum (Hedw.) C.E.O.Jensen
4279909,Campylium protensum (Brid.) Kindb.,SPECIES,ACCEPTED,Plantae,4279908: Campylium stellatum var. protensum (Brid.) Bryhn
4280088,Polytrichum formosum Hedw.,SPECIES,ACCEPTED,Plantae,4280088: Polytrichum formosum Hedw.
4280292,Anomobryum concinnatum (Spruce) Lindb.,SPECIES,ACCEPTED,Plantae,4280292: Anomobryum concinnatum (Spruce) Lindb.
4280791,Sphagnum warnstorfii Russow,SPECIES,ACCEPTED,Plantae,4280791: Sphagnum warnstorfii Russow
4284114,"Alosa caspia (Eichwald, 1838)",SPECIES,ACCEPTED,Animalia,"4284114: Alosa caspia (Eichwald, 1838)"
4284897,"Mullus barbatus Linnaeus, 1758",SPECIES,ACCEPTED,Animalia,"4284897: Mullus barbatus Linnaeus, 1758 | 6168805: Mullus barbatus ponticus Essipov, 1927"
4285968,"Ponticola kessleri (Günther, 1861)",SPECIES,ACCEPTED,Animalia,"2379062: Neogobius kessleri (Günther, 1861) | 2379064: Gobius kessleri Günther, 1861"
4286327,"Gasterosteus aculeatus Linnaeus, 1758",SPECIES,ACCEPTED,Animalia,"4286327: Gasterosteus aculeatus Linnaeus, 1758 | 8776075: Gasterosteus aculeatus f. aculeatus"
4286853,"Sabanejewia aurata (De Filippi, 1863)",SPECIES,ACCEPTED,Animalia,"2367881: Cobitis aurata De Filippi, 1863 | 4286853: Sabanejewia aurata (De Filippi, 1863)"
4286975,"Cyprinus carpio Linnaeus, 1758",SPECIES,ACCEPTED,Animalia,"4286975: Cyprinus carpio Linnaeus, 1758"
4289013,"Aeolosoma hemprichii Ehrenberg, 1828",SPECIES,ACCEPTED,Animalia,"4289013: Aeolosoma hemprichii Ehrenberg, 1828"
4289461,Scolelepis cirratulus,SPECIES,ACCEPTED,Animalia,4289461: Scolelepis cirratulus
4291596,"Sphenophorus striatipennis Chittenden, 1905",SPECIES,ACCEPTED,Animalia,"4291596: Sphenophorus striatipennis Chittenden, 1905"
4291704,"Lepyrus capucinus (J.G.Schaller, 1783)",SPECIES,ACCEPTED,Animalia,"4291704: Lepyrus capucinus (J.G.Schaller, 1783)"
4293134,"Neoclytus acuminatus (Fabricius, 1775)",SPECIES,ACCEPTED,Animalia,"4293134: Neoclytus acuminatus (Fabricius, 1775)"
4296729,"Dicranomyia halterella Edwards, 1921",SPECIES,ACCEPTED,Animalia,"4296729: Dicranomyia halterella Edwards, 1921"
4297429,"Culicoides maritimus Kieffer, 1924",SPECIES,ACCEPTED,Animalia,"4297429: Culicoides maritimus Kieffer, 1924"
4299368,"Vanessa cardui (Linnaeus, 1758)",SPECIES,ACCEPTED,Animalia,"4299368: Vanessa cardui (Linnaeus, 1758) | 10078969: BOLD:AAA5337"
4299597,"Boloria titania (Esper, 1793)",SPECIES,ACCEPTED,Animalia,"4299597: Boloria titania (Esper, 1793) | 9943330: BOLD:ACS2433"
