id	taxonID	scientificName	kingdom	phylum	class	order	family	genus	taxonRank	vernacularName	nomenclaturalCode	language	license	rightsHolder	accessRights	datasetID	datasetName
INBO_RL_AMP_1996_NONVAL_1	INBO_RL_AMP_1996_NONVAL_1	Alytes obstetricans	Animalia	Chordata	Amphibia	Anura	Alytidae	Alytes	species	Vroedmeesterpad	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/54nwog	Non-validated red lists of Flanders, Belgium
INBO_RL_AMP_1996_NONVAL_10	INBO_RL_AMP_1996_NONVAL_10	Rana arvalis	Animalia	Chordata	Amphibia	Anura	Ranidae	Rana	species	Heikikker	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/54nwog	Non-validated red lists of Flanders, Belgium
INBO_RL_AMP_1996_NONVAL_11	INBO_RL_AMP_1996_NONVAL_11	Rana esculenta synklepton	Animalia	Chordata	Amphibia	Anura	Ranidae	Rana	infraspecificname	Groene kikker	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/54nwog	Non-validated red lists of Flanders, Belgium
INBO_RL_AMP_1996_NONVAL_12	INBO_RL_AMP_1996_NONVAL_12	Rana temporaria	Animalia	Chordata	Amphibia	Anura	Ranidae	Rana	species	Bruine kikker	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/54nwog	Non-validated red lists of Flanders, Belgium
INBO_RL_AMP_1996_NONVAL_13	INBO_RL_AMP_1996_NONVAL_13	Salamandra salamandra	Animalia	Chordata	Amphibia	Caudata	Salamandridae	Salamandra	species	Vuursalamander	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/54nwog	Non-validated red lists of Flanders, Belgium
INBO_RL_AMP_1996_NONVAL_14	INBO_RL_AMP_1996_NONVAL_14	Triturus cristatus	Animalia	Chordata	Amphibia	Caudata	Salamandridae	Triturus	species	Kamsalamander	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/54nwog	Non-validated red lists of Flanders, Belgium
INBO_RL_AMP_1996_NONVAL_2	INBO_RL_AMP_1996_NONVAL_2	Bombina variegata	Animalia	Chordata	Amphibia	Anura	Bombinatoridae	Bombina	species	Geelbuikvuurpad	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/54nwog	Non-validated red lists of Flanders, Belgium
INBO_RL_AMP_1996_NONVAL_3	INBO_RL_AMP_1996_NONVAL_3	Bufo bufo	Animalia	Chordata	Amphibia	Anura	Bufonidae	Bufo	species	Gewone pad	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/54nwog	Non-validated red lists of Flanders, Belgium
INBO_RL_AMP_1996_NONVAL_4	INBO_RL_AMP_1996_NONVAL_4	Bufo calamita	Animalia	Chordata	Amphibia	Anura	Bufonidae	Bufo	species	Rugstreeppad	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/54nwog	Non-validated red lists of Flanders, Belgium
INBO_RL_AMP_1996_NONVAL_5	INBO_RL_AMP_1996_NONVAL_5	Hyla arborea	Animalia	Chordata	Amphibia	Anura	Hylidae	Hyla	species	Boomkikker	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/54nwog	Non-validated red lists of Flanders, Belgium
INBO_RL_AMP_1996_NONVAL_6	INBO_RL_AMP_1996_NONVAL_6	Triturus alpestris	Animalia	Chordata	Amphibia	Caudata	Salamandridae	Ichthyosaura	species	Alpenwatersalamander	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/54nwog	Non-validated red lists of Flanders, Belgium
INBO_RL_AMP_1996_NONVAL_7	INBO_RL_AMP_1996_NONVAL_7	Triturus helveticus	Animalia	Chordata	Amphibia	Caudata	Salamandridae	Lissotriton	species	Vinpootsalamander	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/54nwog	Non-validated red lists of Flanders, Belgium
INBO_RL_AMP_1996_NONVAL_8	INBO_RL_AMP_1996_NONVAL_8	Triturus vulgaris	Animalia	Chordata	Amphibia	Caudata	Salamandridae	Lissotriton	species	Kleine watersalamander	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/54nwog	Non-validated red lists of Flanders, Belgium
INBO_RL_AMP_1996_NONVAL_9	INBO_RL_AMP_1996_NONVAL_9	Pelobates fuscus	Animalia	Chordata	Amphibia	Anura	Pelobatidae	Pelobates	species	Knoflookpad	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/54nwog	Non-validated red lists of Flanders, Belgium
INBO_RL_ANT_2013_NONVAL_1	INBO_RL_ANT_2013_NONVAL_1	Anergates atratulus	Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Anergates	species	Woekermier	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/54nwog	Non-validated red lists of Flanders, Belgium
INBO_RL_ANT_2013_NONVAL_10	INBO_RL_ANT_2013_NONVAL_10	Formica rufibarbis	Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Formica	species	Rode baardmier	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/54nwog	Non-validated red lists of Flanders, Belgium
INBO_RL_ANT_2013_NONVAL_11	INBO_RL_ANT_2013_NONVAL_11	Formica sanguinea	Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Formica	species	Bloedrode roofmier	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/54nwog	Non-validated red lists of Flanders, Belgium
INBO_RL_ANT_2013_NONVAL_12	INBO_RL_ANT_2013_NONVAL_12	Formica transkaucasica	Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Formica	species	Veenmier	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/54nwog	Non-validated red lists of Flanders, Belgium
INBO_RL_ANT_2013_NONVAL_13	INBO_RL_ANT_2013_NONVAL_13	Formicoxenus nitidulus	Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Formicoxenus	species	Glanzende gastmier	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/54nwog	Non-validated red lists of Flanders, Belgium
INBO_RL_ANT_2013_NONVAL_14	INBO_RL_ANT_2013_NONVAL_14	Hypoponera bondroiti	Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Hypoponera	species	Ergatoïde staafmier	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/54nwog	Non-validated red lists of Flanders, Belgium
INBO_RL_ANT_2013_NONVAL_15	INBO_RL_ANT_2013_NONVAL_15	Hypoponera punctatissima	Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Hypoponera	species	Tropische staafmier	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/54nwog	Non-validated red lists of Flanders, Belgium
INBO_RL_ANT_2013_NONVAL_16	INBO_RL_ANT_2013_NONVAL_16	Lasius brunneus	Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Lasius	species	Boommier	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/54nwog	Non-validated red lists of Flanders, Belgium
INBO_RL_ANT_2013_NONVAL_17	INBO_RL_ANT_2013_NONVAL_17	Lasius emarginatus	Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Lasius	species	Muurmier	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/54nwog	Non-validated red lists of Flanders, Belgium
INBO_RL_ANT_2013_NONVAL_18	INBO_RL_ANT_2013_NONVAL_18	Lasius flavus	Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Lasius	species	Gele weidemier	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/54nwog	Non-validated red lists of Flanders, Belgium
INBO_RL_ANT_2013_NONVAL_19	INBO_RL_ANT_2013_NONVAL_19	Lasius fuliginosus	Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Lasius	species	Glanzende houtmier	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/54nwog	Non-validated red lists of Flanders, Belgium
INBO_RL_ANT_2013_NONVAL_2	INBO_RL_ANT_2013_NONVAL_2	Camponotus vagus	Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Camponotus	species	Zwarte reuzenmier	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/54nwog	Non-validated red lists of Flanders, Belgium
INBO_RL_ANT_2013_NONVAL_20	INBO_RL_ANT_2013_NONVAL_20	Lasius jensi	Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Lasius	species	Puntschubmier	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/54nwog	Non-validated red lists of Flanders, Belgium
INBO_RL_ANT_2013_NONVAL_21	INBO_RL_ANT_2013_NONVAL_21	Lasius meridionalis	Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Lasius	species	Veldmier	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/54nwog	Non-validated red lists of Flanders, Belgium
INBO_RL_ANT_2013_NONVAL_22	INBO_RL_ANT_2013_NONVAL_22	Lasius mixtus	Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Lasius	species	Wintermier	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/54nwog	Non-validated red lists of Flanders, Belgium
INBO_RL_ANT_2013_NONVAL_23	INBO_RL_ANT_2013_NONVAL_23	Lasius myops	Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Lasius	species	Kleinoogweidemier	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/54nwog	Non-validated red lists of Flanders, Belgium
INBO_RL_ANT_2013_NONVAL_24	INBO_RL_ANT_2013_NONVAL_24	Lasius neglectus	Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Lasius	species	Plaagmier	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/54nwog	Non-validated red lists of Flanders, Belgium
INBO_RL_ANT_2013_NONVAL_25	INBO_RL_ANT_2013_NONVAL_25	Lasius niger	Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Lasius	species	Wegmier	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/54nwog	Non-validated red lists of Flanders, Belgium
INBO_RL_ANT_2013_NONVAL_26	INBO_RL_ANT_2013_NONVAL_26	Lasius platythorax	Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Lasius	species	Humusmier	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/54nwog	Non-validated red lists of Flanders, Belgium
INBO_RL_ANT_2013_NONVAL_27	INBO_RL_ANT_2013_NONVAL_27	Lasius psammophilus	Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Lasius	species	Buntgrasmier	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/54nwog	Non-validated red lists of Flanders, Belgium
INBO_RL_ANT_2013_NONVAL_28	INBO_RL_ANT_2013_NONVAL_28	Lasius sabularum	Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Lasius	species	Breedschubmier	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/54nwog	Non-validated red lists of Flanders, Belgium
INBO_RL_ANT_2013_NONVAL_29	INBO_RL_ANT_2013_NONVAL_29	Lasius umbratus	Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Lasius	species	Schaduwmier	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/54nwog	Non-validated red lists of Flanders, Belgium
INBO_RL_ANT_2013_NONVAL_3	INBO_RL_ANT_2013_NONVAL_3	Formica cunicularia	Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Formica	species	Bruine renmier	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/54nwog	Non-validated red lists of Flanders, Belgium
INBO_RL_ANT_2013_NONVAL_30	INBO_RL_ANT_2013_NONVAL_30	Leptothorax acervorum	Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Leptothorax	species	Behaarde slankmier	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/54nwog	Non-validated red lists of Flanders, Belgium
INBO_RL_ANT_2013_NONVAL_31	INBO_RL_ANT_2013_NONVAL_31	Leptothorax affinis	Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Leptothorax	species	Boomslankmier	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/54nwog	Non-validated red lists of Flanders, Belgium
INBO_RL_ANT_2013_NONVAL_32	INBO_RL_ANT_2013_NONVAL_32	Leptothorax muscorum	Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Leptothorax	species	Mosslankmier	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/54nwog	Non-validated red lists of Flanders, Belgium
INBO_RL_ANT_2013_NONVAL_33	INBO_RL_ANT_2013_NONVAL_33	Leptothorax nylanderi	Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Leptothorax	species	Bosslankmier	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/54nwog	Non-validated red lists of Flanders, Belgium
INBO_RL_ANT_2013_NONVAL_34	INBO_RL_ANT_2013_NONVAL_34	Monomorium pharaonis	Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Monomorium	species	Faraomier	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/54nwog	Non-validated red lists of Flanders, Belgium
INBO_RL_ANT_2013_NONVAL_35	INBO_RL_ANT_2013_NONVAL_35	Myrmecina graminicola	Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmecina	species	Oprolmier	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/54nwog	Non-validated red lists of Flanders, Belgium
INBO_RL_ANT_2013_NONVAL_36	INBO_RL_ANT_2013_NONVAL_36	Myrmica lonae	Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	species	Lepelsteekmier	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/54nwog	Non-validated red lists of Flanders, Belgium
INBO_RL_ANT_2013_NONVAL_37	INBO_RL_ANT_2013_NONVAL_37	Myrmica microrubra	Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	species	Gaststeekmier	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/54nwog	Non-validated red lists of Flanders, Belgium
INBO_RL_ANT_2013_NONVAL_38	INBO_RL_ANT_2013_NONVAL_38	Myrmica rubra	Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	species	Gewone steekmier	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/54nwog	Non-validated red lists of Flanders, Belgium
INBO_RL_ANT_2013_NONVAL_39	INBO_RL_ANT_2013_NONVAL_39	Myrmica ruginodis	Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	species	Bossteekmier	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/54nwog	Non-validated red lists of Flanders, Belgium
INBO_RL_ANT_2013_NONVAL_4	INBO_RL_ANT_2013_NONVAL_4	Formica fusca	Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Formica	species	Grauwzwarte mier	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/54nwog	Non-validated red lists of Flanders, Belgium
INBO_RL_ANT_2013_NONVAL_40	INBO_RL_ANT_2013_NONVAL_40	Myrmica rugulosa	Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	species	Kleine steekmier	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/54nwog	Non-validated red lists of Flanders, Belgium
INBO_RL_ANT_2013_NONVAL_41	INBO_RL_ANT_2013_NONVAL_41	Myrmica sabuleti	Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	species	Zandsteekmier	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/54nwog	Non-validated red lists of Flanders, Belgium
INBO_RL_ANT_2013_NONVAL_42	INBO_RL_ANT_2013_NONVAL_42	Myrmica scabrinodis	Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	species	Moerassteekmier	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/54nwog	Non-validated red lists of Flanders, Belgium
INBO_RL_ANT_2013_NONVAL_43	INBO_RL_ANT_2013_NONVAL_43	Myrmica schencki	Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	species	Kokersteekmier	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/54nwog	Non-validated red lists of Flanders, Belgium
INBO_RL_ANT_2013_NONVAL_44	INBO_RL_ANT_2013_NONVAL_44	Myrmica specioides	Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	species	Duinsteekmier	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/54nwog	Non-validated red lists of Flanders, Belgium
INBO_RL_ANT_2013_NONVAL_45	INBO_RL_ANT_2013_NONVAL_45	Myrmica sulcinodis	Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	species	Heidesteekmier	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/54nwog	Non-validated red lists of Flanders, Belgium
INBO_RL_ANT_2013_NONVAL_46	INBO_RL_ANT_2013_NONVAL_46	Polyergus rufescens	Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Polyergus	species	Amazonemier	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/54nwog	Non-validated red lists of Flanders, Belgium
INBO_RL_ANT_2013_NONVAL_47	INBO_RL_ANT_2013_NONVAL_47	Ponera coarctata	Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Ponera	species	Gewone staafmier	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/54nwog	Non-validated red lists of Flanders, Belgium
INBO_RL_ANT_2013_NONVAL_48	INBO_RL_ANT_2013_NONVAL_48	Solenopsis fugax	Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Solenopsis	species	Diefmier	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/54nwog	Non-validated red lists of Flanders, Belgium
INBO_RL_ANT_2013_NONVAL_49	INBO_RL_ANT_2013_NONVAL_49	Stenamma debile	Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Stenamma	species	Gewone drentelmier	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/54nwog	Non-validated red lists of Flanders, Belgium
INBO_RL_ANT_2013_NONVAL_5	INBO_RL_ANT_2013_NONVAL_5	Formica lusatica	Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Formica	species	Duinrenmier	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/54nwog	Non-validated red lists of Flanders, Belgium
INBO_RL_ANT_2013_NONVAL_50	INBO_RL_ANT_2013_NONVAL_50	Stenamma westwoodi	Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Stenamma	species	Engelse drentelmier	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/54nwog	Non-validated red lists of Flanders, Belgium
INBO_RL_ANT_2013_NONVAL_51	INBO_RL_ANT_2013_NONVAL_51	Strongylognathus testaceus	Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Strongylognathus	species	Sabelmier	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/54nwog	Non-validated red lists of Flanders, Belgium
INBO_RL_ANT_2013_NONVAL_52	INBO_RL_ANT_2013_NONVAL_52	Tapinoma ambiguum	Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Tapinoma	species	Heidedraaigatje	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/54nwog	Non-validated red lists of Flanders, Belgium
INBO_RL_ANT_2013_NONVAL_53	INBO_RL_ANT_2013_NONVAL_53	Tapinoma erraticum	Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Tapinoma	species	Mergeldraaigatje	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/54nwog	Non-validated red lists of Flanders, Belgium
INBO_RL_ANT_2013_NONVAL_54	INBO_RL_ANT_2013_NONVAL_54	Tetramorium caespitum	Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Tetramorium	species	Zwarte zaadmier	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/54nwog	Non-validated red lists of Flanders, Belgium
INBO_RL_ANT_2013_NONVAL_55	INBO_RL_ANT_2013_NONVAL_55	Tetramorium impurum	Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Tetramorium	species	Bruine zaadmier	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/54nwog	Non-validated red lists of Flanders, Belgium
INBO_RL_ANT_2013_NONVAL_6	INBO_RL_ANT_2013_NONVAL_6	Formica polyctena	Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Formica	species	Kale bosmier	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/54nwog	Non-validated red lists of Flanders, Belgium
INBO_RL_ANT_2013_NONVAL_7	INBO_RL_ANT_2013_NONVAL_7	Formica pratensis	Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Formica	species	Zwartrugbosmier	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/54nwog	Non-validated red lists of Flanders, Belgium
INBO_RL_ANT_2013_NONVAL_8	INBO_RL_ANT_2013_NONVAL_8	Formica rufa	Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Formica	species	Behaarde bosmier	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/54nwog	Non-validated red lists of Flanders, Belgium
INBO_RL_ANT_2013_NONVAL_9	INBO_RL_ANT_2013_NONVAL_9	Formica rufa x polyctena	Animalia	Arthropoda	Insecta	Hymenoptera	Formicidae	Formica		hybride van Formica rufa-complex	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/54nwog	Non-validated red lists of Flanders, Belgium
INBO_RL_BIR_1999_NONVAL_1	INBO_RL_BIR_1999_NONVAL_1	Acrocephalus arundinaceus	Animalia	Chordata	Aves	Passeriformes	Sylviidae	Acrocephalus	species	Grote karekiet	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/54nwog	Non-validated red lists of Flanders, Belgium
INBO_RL_BIR_1999_NONVAL_10	INBO_RL_BIR_1999_NONVAL_10	Botaurus stellaris	Animalia	Chordata	Aves	Pelecaniformes	Ardeidae	Botaurus	species	Roerdomp	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/54nwog	Non-validated red lists of Flanders, Belgium
INBO_RL_BIR_1999_NONVAL_11	INBO_RL_BIR_1999_NONVAL_11	Caprimulgus europaeus	Animalia	Chordata	Aves	Caprimulgiformes	Caprimulgidae	Caprimulgus	species	Nachtzwaluw	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/54nwog	Non-validated red lists of Flanders, Belgium
INBO_RL_BIR_1999_NONVAL_12	INBO_RL_BIR_1999_NONVAL_12	Carduelis spinus	Animalia	Chordata	Aves	Passeriformes	Fringillidae	Carduelis	species	Sijs	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/54nwog	Non-validated red lists of Flanders, Belgium
